model,module,frequency,tiles,U
qwen4b,model.layers.23.mlp.gate_proj,2,1,24320
qwen4b,model.layers.23.mlp.gate_proj,3,0,24320
qwen4b,model.layers.23.mlp.gate_proj,4,0,24320
qwen4b,model.layers.23.mlp.gate_proj,5,0,24320
qwen4b,model.layers.23.mlp.up_proj,0,24304,24320
qwen4b,model.layers.23.mlp.up_proj,1,14,24320
qwen4b,model.layers.23.mlp.up_proj,2,1,24320
qwen4b,model.layers.23.mlp.up_proj,3,0,24320
qwen4b,model.layers.23.mlp.up_proj,4,1,24320
qwen4b,model.layers.23.mlp.up_proj,5,0,24320
qwen4b,model.layers.23.self_attn.k_proj,0,2558,2560
qwen4b,model.layers.23.self_attn.k_proj,1,2,2560
qwen4b,model.layers.23.self_attn.k_proj,2,0,2560
qwen4b,model.layers.23.self_attn.k_proj,3,0,2560
qwen4b,model.layers.23.self_attn.k_proj,4,0,2560
qwen4b,model.layers.23.self_attn.k_proj,5,0,2560
qwen4b,model.layers.23.self_attn.o_proj,0,10181,10240
qwen4b,model.layers.23.self_attn.o_proj,1,49,10240
qwen4b,model.layers.23.self_attn.o_proj,2,5,10240
qwen4b,model.layers.23.self_attn.o_proj,3,3,10240
qwen4b,model.layers.23.self_attn.o_proj,4,2,10240
qwen4b,model.layers.23.self_attn.o_proj,5,0,10240
qwen4b,model.layers.23.self_attn.q_proj,0,10223,10240
qwen4b,model.layers.23.self_attn.q_proj,1,15,10240
qwen4b,model.layers.23.self_attn.q_proj,2,1,10240
qwen4b,model.layers.23.self_attn.q_proj,3,0,10240
qwen4b,model.layers.23.self_attn.q_proj,4,1,10240
qwen4b,model.layers.23.self_attn.q_proj,5,0,10240
qwen4b,model.layers.23.self_attn.v_proj,0,2548,2560
qwen4b,model.layers.23.self_attn.v_proj,1,11,2560
qwen4b,model.layers.23.self_attn.v_proj,2,1,2560
qwen4b,model.layers.23.self_attn.v_proj,3,0,2560
qwen4b,model.layers.23.self_attn.v_proj,4,0,2560
qwen4b,model.layers.23.self_attn.v_proj,5,0,2560
qwen4b,model.layers.24.mlp.down_proj,0,24302,24320
qwen4b,model.layers.24.mlp.down_proj,1,18,24320
qwen4b,model.layers.24.mlp.down_proj,2,0,24320
qwen4b,model.layers.24.mlp.down_proj,3,0,24320
qwen4b,model.layers.24.mlp.down_proj,4,0,24320
qwen4b,model.layers.24.mlp.down_proj,5,0,24320
qwen4b,model.layers.24.mlp.gate_proj,0,24310,24320
qwen4b,model.layers.24.mlp.gate_proj,1,9,24320
qwen4b,model.layers.24.mlp.gate_proj,2,0,24320
qwen4b,model.layers.24.mlp.gate_proj,3,0,24320
qwen4b,model.layers.24.mlp.gate_proj,4,1,24320
qwen4b,model.layers.24.mlp.gate_proj,5,0,24320
qwen4b,model.layers.24.mlp.up_proj,0,24310,24320
qwen4b,model.layers.24.mlp.up_proj,1,10,24320
qwen4b,model.layers.24.mlp.up_proj,2,0,24320
qwen4b,model.layers.24.mlp.up_proj,3,0,24320
qwen4b,model.layers.24.mlp.up_proj,4,0,24320
qwen4b,model.layers.24.mlp.up_proj,5,0,24320
qwen4b,model.layers.24.self_attn.k_proj,0,2558,2560
qwen4b,model.layers.24.self_attn.k_proj,1,2,2560
qwen4b,model.layers.24.self_attn.k_proj,2,0,2560
qwen4b,model.layers.24.self_attn.k_proj,3,0,2560
qwen4b,model.layers.24.self_attn.k_proj,4,0,2560
qwen4b,model.layers.24.self_attn.k_proj,5,0,2560
qwen4b,model.layers.24.self_attn.o_proj,0,10198,10240
qwen4b,model.layers.24.self_attn.o_proj,1,33,10240
qwen4b,model.layers.24.self_attn.o_proj,2,5,10240
qwen4b,model.layers.24.self_attn.o_proj,3,4,10240
qwen4b,model.layers.24.self_attn.o_proj,4,0,10240
qwen4b,model.layers.24.self_attn.o_proj,5,0,10240
qwen4b,model.layers.24.self_attn.q_proj,0,10233,10240
qwen4b,model.layers.24.self_attn.q_proj,1,6,10240
qwen4b,model.layers.24.self_attn.q_proj,2,1,10240
qwen4b,model.layers.24.self_attn.q_proj,3,0,10240
qwen4b,model.layers.24.self_attn.q_proj,4,0,10240
qwen4b,model.layers.24.self_attn.q_proj,5,0,10240
qwen4b,model.layers.24.self_attn.v_proj,0,2549,2560
qwen4b,model.layers.24.self_attn.v_proj,1,8,2560
qwen4b,model.layers.24.self_attn.v_proj,2,3,2560
qwen4b,model.layers.24.self_attn.v_proj,3,0,2560
qwen4b,model.layers.24.self_attn.v_proj,4,0,2560
qwen4b,model.layers.24.self_attn.v_proj,5,0,2560
qwen4b,model.layers.25.mlp.down_proj,0,24294,24320
qwen4b,model.layers.25.mlp.down_proj,1,24,24320
qwen4b,model.layers.25.mlp.down_proj,2,2,24320
qwen4b,model.layers.25.mlp.down_proj,3,0,24320
qwen4b,model.layers.25.mlp.down_proj,4,0,24320
qwen4b,model.layers.25.mlp.down_proj,5,0,24320
qwen4b,model.layers.25.mlp.gate_proj,0,24312,24320
qwen4b,model.layers.25.mlp.gate_proj,1,8,24320
qwen4b,model.layers.25.mlp.gate_proj,2,0,24320
qwen4b,model.layers.25.mlp.gate_proj,3,0,24320
qwen4b,model.layers.25.mlp.gate_proj,4,0,24320
qwen4b,model.layers.25.mlp.gate_proj,5,0,24320
qwen4b,model.layers.25.mlp.up_proj,0,24300,24320
qwen4b,model.layers.25.mlp.up_proj,1,19,24320
qwen4b,model.layers.25.mlp.up_proj,2,0,24320
qwen4b,model.layers.25.mlp.up_proj,3,0,24320
qwen4b,model.layers.25.mlp.up_proj,4,0,24320
qwen4b,model.layers.25.mlp.up_proj,5,1,24320
qwen4b,model.layers.25.self_attn.k_proj,0,2556,2560
qwen4b,model.layers.25.self_attn.k_proj,1,3,2560
qwen4b,model.layers.25.self_attn.k_proj,2,1,2560
qwen4b,model.layers.25.self_attn.k_proj,3,0,2560
qwen4b,model.layers.25.self_attn.k_proj,4,0,2560
qwen4b,model.layers.25.self_attn.k_proj,5,0,2560
qwen4b,model.layers.25.self_attn.o_proj,0,10216,10240
qwen4b,model.layers.25.self_attn.o_proj,1,21,10240
qwen4b,model.layers.25.self_attn.o_proj,2,2,10240
qwen4b,model.layers.25.self_attn.o_proj,3,1,10240
qwen4b,model.layers.25.self_attn.o_proj,4,0,10240
qwen4b,model.layers.25.self_attn.o_proj,5,0,10240
qwen4b,model.layers.25.self_attn.q_proj,0,10235,10240
qwen4b,model.layers.25.self_attn.q_proj,1,3,10240
qwen4b,model.layers.25.self_attn.q_proj,2,2,10240
qwen4b,model.layers.25.self_attn.q_proj,3,0,10240
qwen4b,model.layers.25.self_attn.q_proj,4,0,10240
qwen4b,model.layers.25.self_attn.q_proj,5,0,10240
qwen4b,model.layers.25.self_attn.v_proj,0,2560,2560
qwen4b,model.layers.25.self_attn.v_proj,1,0,2560
qwen4b,model.layers.25.self_attn.v_proj,2,0,2560
qwen4b,model.layers.25.self_attn.v_proj,3,0,2560
qwen4b,model.layers.25.self_attn.v_proj,4,0,2560
qwen4b,model.layers.25.self_attn.v_proj,5,0,2560
qwen4b,model.layers.26.mlp.down_proj,0,24297,24320
qwen4b,model.layers.26.mlp.down_proj,1,22,24320
qwen4b,model.layers.26.mlp.down_proj,2,1,24320
qwen4b,model.layers.26.mlp.down_proj,3,0,24320
qwen4b,model.layers.26.mlp.down_proj,4,0,24320
qwen4b,model.layers.26.mlp.down_proj,5,0,24320
qwen4b,model.layers.26.mlp.gate_proj,0,24315,24320
qwen4b,model.layers.26.mlp.gate_proj,1,5,24320
qwen4b,model.layers.26.mlp.gate_proj,2,0,24320
qwen4b,model.layers.26.mlp.gate_proj,3,0,24320
qwen4b,model.layers.26.mlp.gate_proj,4,0,24320
qwen4b,model.layers.26.mlp.gate_proj,5,0,24320
qwen4b,model.layers.26.mlp.up_proj,0,24314,24320
qwen4b,model.layers.26.mlp.up_proj,1,6,24320
qwen4b,model.layers.26.mlp.up_proj,2,0,24320
qwen4b,model.layers.26.mlp.up_proj,3,0,24320
qwen4b,model.layers.26.mlp.up_proj,4,0,24320
qwen4b,model.layers.26.mlp.up_proj,5,0,24320
qwen4b,model.layers.26.self_attn.k_proj,0,2558,2560
qwen4b,model.layers.26.self_attn.k_proj,1,2,2560
qwen4b,model.layers.26.self_attn.k_proj,2,0,2560
qwen4b,model.layers.26.self_attn.k_proj,3,0,2560
qwen4b,model.layers.26.self_attn.k_proj,4,0,2560
qwen4b,model.layers.26.self_attn.k_proj,5,0,2560
qwen4b,model.layers.26.self_attn.o_proj,0,10211,10240
qwen4b,model.layers.26.self_attn.o_proj,1,25,10240
qwen4b,model.layers.26.self_attn.o_proj,2,1,10240
qwen4b,model.layers.26.self_attn.o_proj,3,2,10240
qwen4b,model.layers.26.self_attn.o_proj,4,1,10240
qwen4b,model.layers.26.self_attn.o_proj,5,0,10240
qwen4b,model.layers.26.self_attn.q_proj,0,10235,10240
qwen4b,model.layers.26.self_attn.q_proj,1,5,10240
qwen4b,model.layers.26.self_attn.q_proj,2,0,10240
qwen4b,model.layers.26.self_attn.q_proj,3,0,10240
qwen4b,model.layers.26.self_attn.q_proj,4,0,10240
qwen4b,model.layers.26.self_attn.q_proj,5,0,10240
qwen4b,model.layers.26.self_attn.v_proj,0,2555,2560
qwen4b,model.layers.26.self_attn.v_proj,1,5,2560
qwen4b,model.layers.26.self_attn.v_proj,2,0,2560
qwen4b,model.layers.26.self_attn.v_proj,3,0,2560
qwen4b,model.layers.26.self_attn.v_proj,4,0,2560
qwen4b,model.layers.26.self_attn.v_proj,5,0,2560
qwen4b,model.layers.27.mlp.down_proj,0,24299,24320
qwen4b,model.layers.27.mlp.down_proj,1,19,24320
qwen4b,model.layers.27.mlp.down_proj,2,2,24320
qwen4b,model.layers.27.mlp.down_proj,3,0,24320
qwen4b,model.layers.27.mlp.down_proj,4,0,24320
qwen4b,model.layers.27.mlp.down_proj,5,0,24320
qwen4b,model.layers.27.mlp.gate_proj,0,24308,24320
qwen4b,model.layers.27.mlp.gate_proj,1,11,24320
qwen4b,model.layers.27.mlp.gate_proj,2,0,24320
qwen4b,model.layers.27.mlp.gate_proj,3,1,24320
qwen4b,model.layers.27.mlp.gate_proj,4,0,24320
qwen4b,model.layers.27.mlp.gate_proj,5,0,24320
qwen4b,model.layers.27.mlp.up_proj,0,24308,24320
qwen4b,model.layers.27.mlp.up_proj,1,10,24320
qwen4b,model.layers.27.mlp.up_proj,2,2,24320
qwen4b,model.layers.27.mlp.up_proj,3,0,24320
qwen4b,model.layers.27.mlp.up_proj,4,0,24320
qwen4b,model.layers.27.mlp.up_proj,5,0,24320
qwen4b,model.layers.27.self_attn.k_proj,0,2558,2560
qwen4b,model.layers.27.self_attn.k_proj,1,2,2560
qwen4b,model.layers.27.self_attn.k_proj,2,0,2560
qwen4b,model.layers.27.self_attn.k_proj,3,0,2560
qwen4b,model.layers.27.self_attn.k_proj,4,0,2560
qwen4b,model.layers.27.self_attn.k_proj,5,0,2560
qwen4b,model.layers.27.self_attn.o_proj,0,10203,10240
qwen4b,model.layers.27.self_attn.o_proj,1,29,10240
qwen4b,model.layers.27.self_attn.o_proj,2,5,10240
qwen4b,model.layers.27.self_attn.o_proj,3,2,10240
qwen4b,model.layers.27.self_attn.o_proj,4,0,10240
qwen4b,model.layers.27.self_attn.o_proj,5,1,10240
qwen4b,model.layers.27.self_attn.q_proj,0,10230,10240
qwen4b,model.layers.27.self_attn.q_proj,1,8,10240
qwen4b,model.layers.27.self_attn.q_proj,2,1,10240
qwen4b,model.layers.27.self_attn.q_proj,3,0,10240
qwen4b,model.layers.27.self_attn.q_proj,4,1,10240
qwen4b,model.layers.27.self_attn.q_proj,5,0,10240
qwen4b,model.layers.27.self_attn.v_proj,0,2547,2560
qwen4b,model.layers.27.self_attn.v_proj,1,10,2560
qwen4b,model.layers.27.self_attn.v_proj,2,2,2560
qwen4b,model.layers.27.self_attn.v_proj,3,0,2560
qwen4b,model.layers.27.self_attn.v_proj,4,0,2560
qwen4b,model.layers.27.self_attn.v_proj,5,1,2560
qwen4b,model.layers.28.mlp.down_proj,0,24291,24320
qwen4b,model.layers.28.mlp.down_proj,1,28,24320
qwen4b,model.layers.28.mlp.down_proj,2,1,24320
qwen4b,model.layers.28.mlp.down_proj,3,0,24320
qwen4b,model.layers.28.mlp.down_proj,4,0,24320
qwen4b,model.layers.28.mlp.down_proj,5,0,24320
qwen4b,model.layers.28.mlp.gate_proj,0,24309,24320
qwen4b,model.layers.28.mlp.gate_proj,1,10,24320
qwen4b,model.layers.28.mlp.gate_proj,2,1,24320
qwen4b,model.layers.28.mlp.gate_proj,3,0,24320
qwen4b,model.layers.28.mlp.gate_proj,4,0,24320
qwen4b,model.layers.28.mlp.gate_proj,5,0,24320
qwen4b,model.layers.28.mlp.up_proj,0,24307,24320
qwen4b,model.layers.28.mlp.up_proj,1,11,24320
qwen4b,model.layers.28.mlp.up_proj,2,1,24320
qwen4b,model.layers.28.mlp.up_proj,3,0,24320
qwen4b,model.layers.28.mlp.up_proj,4,0,24320
qwen4b,model.layers.28.mlp.up_proj,5,1,24320
qwen4b,model.layers.28.self_attn.k_proj,0,2554,2560
qwen4b,model.layers.28.self_attn.k_proj,1,4,2560
qwen4b,model.layers.28.self_attn.k_proj,2,1,2560
qwen4b,model.layers.28.self_attn.k_proj,3,1,2560
qwen4b,model.layers.28.self_attn.k_proj,4,0,2560
qwen4b,model.layers.28.self_attn.k_proj,5,0,2560
qwen4b,model.layers.28.self_attn.o_proj,0,10204,10240
qwen4b,model.layers.28.self_attn.o_proj,1,32,10240
qwen4b,model.layers.28.self_attn.o_proj,2,3,10240
qwen4b,model.layers.28.self_attn.o_proj,3,1,10240
qwen4b,model.layers.28.self_attn.o_proj,4,0,10240
qwen4b,model.layers.28.self_attn.o_proj,5,0,10240
qwen4b,model.layers.28.self_attn.q_proj,0,10224,10240
qwen4b,model.layers.28.self_attn.q_proj,1,11,10240
qwen4b,model.layers.28.self_attn.q_proj,2,2,10240
qwen4b,model.layers.28.self_attn.q_proj,3,0,10240
qwen4b,model.layers.28.self_attn.q_proj,4,1,10240
qwen4b,model.layers.28.self_attn.q_proj,5,2,10240
qwen4b,model.layers.28.self_attn.v_proj,0,2553,2560
qwen4b,model.layers.28.self_attn.v_proj,1,6,2560
qwen4b,model.layers.28.self_attn.v_proj,2,0,2560
qwen4b,model.layers.28.self_attn.v_proj,3,0,2560
qwen4b,model.layers.28.self_attn.v_proj,4,1,2560
qwen4b,model.layers.28.self_attn.v_proj,5,0,2560
qwen4b,model.layers.29.mlp.down_proj,0,24301,24320
qwen4b,model.layers.29.mlp.down_proj,1,18,24320
qwen4b,model.layers.29.mlp.down_proj,2,0,24320
qwen4b,model.layers.29.mlp.down_proj,3,0,24320
qwen4b,model.layers.29.mlp.down_proj,4,1,24320
qwen4b,model.layers.29.mlp.down_proj,5,0,24320
qwen4b,model.layers.29.mlp.gate_proj,0,24312,24320
qwen4b,model.layers.29.mlp.gate_proj,1,8,24320
qwen4b,model.layers.29.mlp.gate_proj,2,0,24320
qwen4b,model.layers.29.mlp.gate_proj,3,0,24320
qwen4b,model.layers.29.mlp.gate_proj,4,0,24320
qwen4b,model.layers.29.mlp.gate_proj,5,0,24320
qwen4b,model.layers.29.mlp.up_proj,0,24309,24320
qwen4b,model.layers.29.mlp.up_proj,1,11,24320
qwen4b,model.layers.29.mlp.up_proj,2,0,24320
qwen4b,model.layers.29.mlp.up_proj,3,0,24320
qwen4b,model.layers.29.mlp.up_proj,4,0,24320
qwen4b,model.layers.29.mlp.up_proj,5,0,24320
qwen4b,model.layers.29.self_attn.k_proj,0,2560,2560
qwen4b,model.layers.29.self_attn.k_proj,1,0,2560
qwen4b,model.layers.29.self_attn.k_proj,2,0,2560
qwen4b,model.layers.29.self_attn.k_proj,3,0,2560
qwen4b,model.layers.29.self_attn.k_proj,4,0,2560
qwen4b,model.layers.29.self_attn.k_proj,5,0,2560
qwen4b,model.layers.29.self_attn.o_proj,0,10223,10240
qwen4b,model.layers.29.self_attn.o_proj,1,15,10240
qwen4b,model.layers.29.self_attn.o_proj,2,1,10240
qwen4b,model.layers.29.self_attn.o_proj,3,1,10240
qwen4b,model.layers.29.self_attn.o_proj,4,0,10240
qwen4b,model.layers.29.self_attn.o_proj,5,0,10240
qwen4b,model.layers.29.self_attn.q_proj,0,10239,10240
qwen4b,model.layers.29.self_attn.q_proj,1,1,10240
qwen4b,model.layers.29.self_attn.q_proj,2,0,10240
qwen4b,model.layers.29.self_attn.q_proj,3,0,10240
qwen4b,model.layers.29.self_attn.q_proj,4,0,10240
qwen4b,model.layers.29.self_attn.q_proj,5,0,10240
qwen4b,model.layers.29.self_attn.v_proj,0,2552,2560
qwen4b,model.layers.29.self_attn.v_proj,1,7,2560
qwen4b,model.layers.29.self_attn.v_proj,2,0,2560
qwen4b,model.layers.29.self_attn.v_proj,3,1,2560
qwen4b,model.layers.29.self_attn.v_proj,4,0,2560
qwen4b,model.layers.29.self_attn.v_proj,5,0,2560
qwen4b,model.layers.3.mlp.down_proj,0,24257,24320
qwen4b,model.layers.3.mlp.down_proj,1,53,24320
qwen4b,model.layers.3.mlp.down_proj,2,7,24320
qwen4b,model.layers.3.mlp.down_proj,3,3,24320
qwen4b,model.layers.3.mlp.down_proj,4,0,24320
qwen4b,model.layers.3.mlp.down_proj,5,0,24320
qwen4b,model.layers.3.mlp.gate_proj,0,24303,24320
qwen4b,model.layers.3.mlp.gate_proj,1,13,24320
qwen4b,model.layers.3.mlp.gate_proj,2,4,24320
qwen4b,model.layers.3.mlp.gate_proj,3,0,24320
qwen4b,model.layers.3.mlp.gate_proj,4,0,24320
qwen4b,model.layers.3.mlp.gate_proj,5,0,24320
qwen4b,model.layers.3.mlp.up_proj,0,24214,24320
qwen4b,model.layers.3.mlp.up_proj,1,76,24320
qwen4b,model.layers.3.mlp.up_proj,2,20,24320
qwen4b,model.layers.3.mlp.up_proj,3,6,24320
qwen4b,model.layers.3.mlp.up_proj,4,3,24320
qwen4b,model.layers.3.mlp.up_proj,5,1,24320
qwen4b,model.layers.3.self_attn.k_proj,0,2557,2560
qwen4b,model.layers.3.self_attn.k_proj,1,3,2560
qwen4b,model.layers.3.self_attn.k_proj,2,0,2560
qwen4b,model.layers.3.self_attn.k_proj,3,0,2560
qwen4b,model.layers.3.self_attn.k_proj,4,0,2560
qwen4b,model.layers.3.self_attn.k_proj,5,0,2560
qwen4b,model.layers.3.self_attn.o_proj,0,10152,10240
qwen4b,model.layers.3.self_attn.o_proj,1,74,10240
qwen4b,model.layers.3.self_attn.o_proj,2,12,10240
qwen4b,model.layers.3.self_attn.o_proj,3,2,10240
qwen4b,model.layers.3.self_attn.o_proj,4,0,10240
qwen4b,model.layers.3.self_attn.o_proj,5,0,10240
qwen4b,model.layers.3.self_attn.q_proj,0,10235,10240
qwen4b,model.layers.3.self_attn.q_proj,1,5,10240
qwen4b,model.layers.3.self_attn.q_proj,2,0,10240
qwen4b,model.layers.3.self_attn.q_proj,3,0,10240
qwen4b,model.layers.3.self_attn.q_proj,4,0,10240
qwen4b,model.layers.3.self_attn.q_proj,5,0,10240
qwen4b,model.layers.3.self_attn.v_proj,0,2516,2560
qwen4b,model.layers.3.self_attn.v_proj,1,24,2560
qwen4b,model.layers.3.self_attn.v_proj,2,8,2560
qwen4b,model.layers.3.self_attn.v_proj,3,7,2560
qwen4b,model.layers.3.self_attn.v_proj,4,4,2560
qwen4b,model.layers.3.self_attn.v_proj,5,1,2560
qwen4b,model.layers.30.mlp.down_proj,0,24286,24320
qwen4b,model.layers.30.mlp.down_proj,1,33,24320
qwen4b,model.layers.30.mlp.down_proj,2,0,24320
qwen4b,model.layers.30.mlp.down_proj,3,0,24320
qwen4b,model.layers.30.mlp.down_proj,4,1,24320
qwen4b,model.layers.30.mlp.down_proj,5,0,24320
qwen4b,model.layers.30.mlp.gate_proj,0,24312,24320
qwen4b,model.layers.30.mlp.gate_proj,1,7,24320
qwen4b,model.layers.30.mlp.gate_proj,2,1,24320
qwen4b,model.layers.30.mlp.gate_proj,3,0,24320
qwen4b,model.layers.30.mlp.gate_proj,4,0,24320
qwen4b,model.layers.30.mlp.gate_proj,5,0,24320
qwen4b,model.layers.30.mlp.up_proj,0,24310,24320
qwen4b,model.layers.30.mlp.up_proj,1,9,24320
qwen4b,model.layers.30.mlp.up_proj,2,0,24320
qwen4b,model.layers.30.mlp.up_proj,3,1,24320
qwen4b,model.layers.30.mlp.up_proj,4,0,24320
qwen4b,model.layers.30.mlp.up_proj,5,0,24320
qwen4b,model.layers.30.self_attn.k_proj,0,2558,2560
qwen4b,model.layers.30.self_attn.k_proj,1,2,2560
qwen4b,model.layers.30.self_attn.k_proj,2,0,2560
qwen4b,model.layers.30.self_attn.k_proj,3,0,2560
qwen4b,model.layers.30.self_attn.k_proj,4,0,2560
qwen4b,model.layers.30.self_attn.k_proj,5,0,2560
qwen4b,model.layers.30.self_attn.o_proj,0,10197,10240
qwen4b,model.layers.30.self_attn.o_proj,1,29,10240
qwen4b,model.layers.30.self_attn.o_proj,2,9,10240
qwen4b,model.layers.30.self_attn.o_proj,3,3,10240
qwen4b,model.layers.30.self_attn.o_proj,4,0,10240
qwen4b,model.layers.30.self_attn.o_proj,5,2,10240
qwen4b,model.layers.30.self_attn.q_proj,0,10222,10240
qwen4b,model.layers.30.self_attn.q_proj,1,14,10240
qwen4b,model.layers.30.self_attn.q_proj,2,3,10240
qwen4b,model.layers.30.self_attn.q_proj,3,1,10240
qwen4b,model.layers.30.self_attn.q_proj,4,0,10240
qwen4b,model.layers.30.self_attn.q_proj,5,0,10240
qwen4b,model.layers.30.self_attn.v_proj,0,2550,2560
qwen4b,model.layers.30.self_attn.v_proj,1,8,2560
qwen4b,model.layers.30.self_attn.v_proj,2,0,2560
qwen4b,model.layers.30.self_attn.v_proj,3,1,2560
qwen4b,model.layers.30.self_attn.v_proj,4,0,2560
qwen4b,model.layers.30.self_attn.v_proj,5,1,2560
qwen4b,model.layers.31.mlp.down_proj,0,24302,24320
qwen4b,model.layers.31.mlp.down_proj,1,16,24320
qwen4b,model.layers.31.mlp.down_proj,2,1,24320
qwen4b,model.layers.31.mlp.down_proj,3,1,24320
qwen4b,model.layers.31.mlp.down_proj,4,0,24320
qwen4b,model.layers.31.mlp.down_proj,5,0,24320
qwen4b,model.layers.31.mlp.gate_proj,0,24311,24320
qwen4b,model.layers.31.mlp.gate_proj,1,8,24320
qwen4b,model.layers.31.mlp.gate_proj,2,1,24320
qwen4b,model.layers.31.mlp.gate_proj,3,0,24320
qwen4b,model.layers.31.mlp.gate_proj,4,0,24320
qwen4b,model.layers.31.mlp.gate_proj,5,0,24320
qwen4b,model.layers.31.mlp.up_proj,0,24309,24320
qwen4b,model.layers.31.mlp.up_proj,1,11,24320
qwen4b,model.layers.31.mlp.up_proj,2,0,24320
qwen4b,model.layers.31.mlp.up_proj,3,0,24320
qwen4b,model.layers.31.mlp.up_proj,4,0,24320
qwen4b,model.layers.31.mlp.up_proj,5,0,24320
qwen4b,model.layers.31.self_attn.k_proj,0,2559,2560
qwen4b,model.layers.31.self_attn.k_proj,1,1,2560
qwen4b,model.layers.31.self_attn.k_proj,2,0,2560
qwen4b,model.layers.31.self_attn.k_proj,3,0,2560
qwen4b,model.layers.31.self_attn.k_proj,4,0,2560
qwen4b,model.layers.31.self_attn.k_proj,5,0,2560
qwen4b,model.layers.31.self_attn.o_proj,0,10182,10240
qwen4b,model.layers.31.self_attn.o_proj,1,50,10240
qwen4b,model.layers.31.self_attn.o_proj,2,5,10240
qwen4b,model.layers.31.self_attn.o_proj,3,3,10240
qwen4b,model.layers.31.self_attn.o_proj,4,0,10240
qwen4b,model.layers.31.self_attn.o_proj,5,0,10240
qwen4b,model.layers.31.self_attn.q_proj,0,10236,10240
qwen4b,model.layers.31.self_attn.q_proj,1,4,10240
qwen4b,model.layers.31.self_attn.q_proj,2,0,10240
qwen4b,model.layers.31.self_attn.q_proj,3,0,10240
qwen4b,model.layers.31.self_attn.q_proj,4,0,10240
qwen4b,model.layers.31.self_attn.q_proj,5,0,10240
qwen4b,model.layers.31.self_attn.v_proj,0,2553,2560
qwen4b,model.layers.31.self_attn.v_proj,1,6,2560
qwen4b,model.layers.31.self_attn.v_proj,2,1,2560
qwen4b,model.layers.31.self_attn.v_proj,3,0,2560
qwen4b,model.layers.31.self_attn.v_proj,4,0,2560
qwen4b,model.layers.31.self_attn.v_proj,5,0,2560
qwen4b,model.layers.32.mlp.down_proj,0,24270,24320
qwen4b,model.layers.32.mlp.down_proj,1,49,24320
qwen4b,model.layers.32.mlp.down_proj,2,0,24320
qwen4b,model.layers.32.mlp.down_proj,3,1,24320
qwen4b,model.layers.32.mlp.down_proj,4,0,24320
qwen4b,model.layers.32.mlp.down_proj,5,0,24320
qwen4b,model.layers.32.mlp.gate_proj,0,24305,24320
qwen4b,model.layers.32.mlp.gate_proj,1,13,24320
qwen4b,model.layers.32.mlp.gate_proj,2,2,24320
qwen4b,model.layers.32.mlp.gate_proj,3,0,24320
qwen4b,model.layers.32.mlp.gate_proj,4,0,24320
qwen4b,model.layers.32.mlp.gate_proj,5,0,24320
qwen4b,model.layers.32.mlp.up_proj,0,24300,24320
qwen4b,model.layers.32.mlp.up_proj,1,16,24320
qwen4b,model.layers.32.mlp.up_proj,2,1,24320
qwen4b,model.layers.32.mlp.up_proj,3,1,24320
qwen4b,model.layers.32.mlp.up_proj,4,1,24320
qwen4b,model.layers.32.mlp.up_proj,5,1,24320
qwen4b,model.layers.32.self_attn.k_proj,0,2556,2560
qwen4b,model.layers.32.self_attn.k_proj,1,3,2560
qwen4b,model.layers.32.self_attn.k_proj,2,1,2560
qwen4b,model.layers.32.self_attn.k_proj,3,0,2560
qwen4b,model.layers.32.self_attn.k_proj,4,0,2560
qwen4b,model.layers.32.self_attn.k_proj,5,0,2560
qwen4b,model.layers.32.self_attn.o_proj,0,10166,10240
qwen4b,model.layers.32.self_attn.o_proj,1,66,10240
qwen4b,model.layers.32.self_attn.o_proj,2,7,10240
qwen4b,model.layers.32.self_attn.o_proj,3,1,10240
qwen4b,model.layers.32.self_attn.o_proj,4,0,10240
qwen4b,model.layers.32.self_attn.o_proj,5,0,10240
qwen4b,model.layers.32.self_attn.q_proj,0,10204,10240
qwen4b,model.layers.32.self_attn.q_proj,1,30,10240
qwen4b,model.layers.32.self_attn.q_proj,2,5,10240
qwen4b,model.layers.32.self_attn.q_proj,3,1,10240
qwen4b,model.layers.32.self_attn.q_proj,4,0,10240
qwen4b,model.layers.32.self_attn.q_proj,5,0,10240
qwen4b,model.layers.32.self_attn.v_proj,0,2535,2560
qwen4b,model.layers.32.self_attn.v_proj,1,14,2560
qwen4b,model.layers.32.self_attn.v_proj,2,6,2560
qwen4b,model.layers.32.self_attn.v_proj,3,3,2560
qwen4b,model.layers.32.self_attn.v_proj,4,0,2560
qwen4b,model.layers.32.self_attn.v_proj,5,2,2560
qwen4b,model.layers.33.mlp.down_proj,0,24238,24320
qwen4b,model.layers.33.mlp.down_proj,1,66,24320
qwen4b,model.layers.33.mlp.down_proj,2,11,24320
qwen4b,model.layers.33.mlp.down_proj,3,3,24320
qwen4b,model.layers.33.mlp.down_proj,4,2,24320
qwen4b,model.layers.33.mlp.down_proj,5,0,24320
qwen4b,model.layers.33.mlp.gate_proj,0,24286,24320
qwen4b,model.layers.33.mlp.gate_proj,1,29,24320
qwen4b,model.layers.33.mlp.gate_proj,2,2,24320
qwen4b,model.layers.33.mlp.gate_proj,3,1,24320
qwen4b,model.layers.33.mlp.gate_proj,4,0,24320
qwen4b,model.layers.33.mlp.gate_proj,5,2,24320
qwen4b,model.layers.33.mlp.up_proj,0,24270,24320
qwen4b,model.layers.33.mlp.up_proj,1,42,24320
