model,module,frequency,tiles,U
qwen4b,model.layers.13.self_attn.k_proj,4,0,2560
qwen4b,model.layers.13.self_attn.k_proj,5,0,2560
qwen4b,model.layers.13.self_attn.o_proj,0,10148,10240
qwen4b,model.layers.13.self_attn.o_proj,1,63,10240
qwen4b,model.layers.13.self_attn.o_proj,2,13,10240
qwen4b,model.layers.13.self_attn.o_proj,3,9,10240
qwen4b,model.layers.13.self_attn.o_proj,4,3,10240
qwen4b,model.layers.13.self_attn.o_proj,5,4,10240
qwen4b,model.layers.13.self_attn.q_proj,0,10225,10240
qwen4b,model.layers.13.self_attn.q_proj,1,15,10240
qwen4b,model.layers.13.self_attn.q_proj,2,0,10240
qwen4b,model.layers.13.self_attn.q_proj,3,0,10240
qwen4b,model.layers.13.self_attn.q_proj,4,0,10240
qwen4b,model.layers.13.self_attn.q_proj,5,0,10240
qwen4b,model.layers.13.self_attn.v_proj,0,2544,2560
qwen4b,model.layers.13.self_attn.v_proj,1,7,2560
qwen4b,model.layers.13.self_attn.v_proj,2,2,2560
qwen4b,model.layers.13.self_attn.v_proj,3,4,2560
qwen4b,model.layers.13.self_attn.v_proj,4,1,2560
qwen4b,model.layers.13.self_attn.v_proj,5,2,2560
qwen4b,model.layers.14.mlp.down_proj,0,24288,24320
qwen4b,model.layers.14.mlp.down_proj,1,31,24320
qwen4b,model.layers.14.mlp.down_proj,2,1,24320
qwen4b,model.layers.14.mlp.down_proj,3,0,24320
qwen4b,model.layers.14.mlp.down_proj,4,0,24320
qwen4b,model.layers.14.mlp.down_proj,5,0,24320
qwen4b,model.layers.14.mlp.gate_proj,0,24307,24320
qwen4b,model.layers.14.mlp.gate_proj,1,11,24320
qwen4b,model.layers.14.mlp.gate_proj,2,0,24320
qwen4b,model.layers.14.mlp.gate_proj,3,0,24320
qwen4b,model.layers.14.mlp.gate_proj,4,1,24320
qwen4b,model.layers.14.mlp.gate_proj,5,1,24320
qwen4b,model.layers.14.mlp.up_proj,0,24263,24320
qwen4b,model.layers.14.mlp.up_proj,1,51,24320
qwen4b,model.layers.14.mlp.up_proj,2,5,24320
qwen4b,model.layers.14.mlp.up_proj,3,1,24320
qwen4b,model.layers.14.mlp.up_proj,4,0,24320
qwen4b,model.layers.14.mlp.up_proj,5,0,24320
qwen4b,model.layers.14.self_attn.k_proj,0,2558,2560
qwen4b,model.layers.14.self_attn.k_proj,1,2,2560
qwen4b,model.layers.14.self_attn.k_proj,2,0,2560
qwen4b,model.layers.14.self_attn.k_proj,3,0,2560
qwen4b,model.layers.14.self_attn.k_proj,4,0,2560
qwen4b,model.layers.14.self_attn.k_proj,5,0,2560
qwen4b,model.layers.14.self_attn.o_proj,0,10171,10240
qwen4b,model.layers.14.self_attn.o_proj,1,63,10240
qwen4b,model.layers.14.self_attn.o_proj,2,6,10240
qwen4b,model.layers.14.self_attn.o_proj,3,0,10240
qwen4b,model.layers.14.self_attn.o_proj,4,0,10240
qwen4b,model.layers.14.self_attn.o_proj,5,0,10240
qwen4b,model.layers.14.self_attn.q_proj,0,10238,10240
qwen4b,model.layers.14.self_attn.q_proj,1,2,10240
qwen4b,model.layers.14.self_attn.q_proj,2,0,10240
qwen4b,model.layers.14.self_attn.q_proj,3,0,10240
qwen4b,model.layers.14.self_attn.q_proj,4,0,10240
qwen4b,model.layers.14.self_attn.q_proj,5,0,10240
qwen4b,model.layers.14.self_attn.v_proj,0,2547,2560
qwen4b,model.layers.14.self_attn.v_proj,1,9,2560
qwen4b,model.layers.14.self_attn.v_proj,2,3,2560
qwen4b,model.layers.14.self_attn.v_proj,3,0,2560
qwen4b,model.layers.14.self_attn.v_proj,4,1,2560
qwen4b,model.layers.14.self_attn.v_proj,5,0,2560
qwen4b,model.layers.15.mlp.down_proj,0,24276,24320
qwen4b,model.layers.15.mlp.down_proj,1,43,24320
qwen4b,model.layers.15.mlp.down_proj,2,1,24320
qwen4b,model.layers.15.mlp.down_proj,3,0,24320
qwen4b,model.layers.15.mlp.down_proj,4,0,24320
qwen4b,model.layers.15.mlp.down_proj,5,0,24320
qwen4b,model.layers.15.mlp.gate_proj,0,24290,24320
qwen4b,model.layers.15.mlp.gate_proj,1,29,24320
qwen4b,model.layers.15.mlp.gate_proj,2,1,24320
qwen4b,model.layers.15.mlp.gate_proj,3,0,24320
qwen4b,model.layers.15.mlp.gate_proj,4,0,24320
qwen4b,model.layers.15.mlp.gate_proj,5,0,24320
qwen4b,model.layers.15.mlp.up_proj,0,24233,24320
qwen4b,model.layers.15.mlp.up_proj,1,72,24320
qwen4b,model.layers.15.mlp.up_proj,2,11,24320
qwen4b,model.layers.15.mlp.up_proj,3,2,24320
qwen4b,model.layers.15.mlp.up_proj,4,1,24320
qwen4b,model.layers.15.mlp.up_proj,5,1,24320
qwen4b,model.layers.15.self_attn.k_proj,0,2551,2560
qwen4b,model.layers.15.self_attn.k_proj,1,7,2560
qwen4b,model.layers.15.self_attn.k_proj,2,1,2560
qwen4b,model.layers.15.self_attn.k_proj,3,0,2560
qwen4b,model.layers.15.self_attn.k_proj,4,0,2560
qwen4b,model.layers.15.self_attn.k_proj,5,1,2560
qwen4b,model.layers.15.self_attn.o_proj,0,10120,10240
qwen4b,model.layers.15.self_attn.o_proj,1,98,10240
qwen4b,model.layers.15.self_attn.o_proj,2,14,10240
qwen4b,model.layers.15.self_attn.o_proj,3,5,10240
qwen4b,model.layers.15.self_attn.o_proj,4,3,10240
qwen4b,model.layers.15.self_attn.o_proj,5,0,10240
qwen4b,model.layers.15.self_attn.q_proj,0,10220,10240
qwen4b,model.layers.15.self_attn.q_proj,1,15,10240
qwen4b,model.layers.15.self_attn.q_proj,2,3,10240
qwen4b,model.layers.15.self_attn.q_proj,3,1,10240
qwen4b,model.layers.15.self_attn.q_proj,4,1,10240
qwen4b,model.layers.15.self_attn.q_proj,5,0,10240
qwen4b,model.layers.15.self_attn.v_proj,0,2531,2560
qwen4b,model.layers.15.self_attn.v_proj,1,17,2560
qwen4b,model.layers.15.self_attn.v_proj,2,5,2560
qwen4b,model.layers.15.self_attn.v_proj,3,5,2560
qwen4b,model.layers.15.self_attn.v_proj,4,0,2560
qwen4b,model.layers.15.self_attn.v_proj,5,2,2560
qwen4b,model.layers.16.mlp.down_proj,0,24232,24320
qwen4b,model.layers.16.mlp.down_proj,1,72,24320
qwen4b,model.layers.16.mlp.down_proj,2,7,24320
qwen4b,model.layers.16.mlp.down_proj,3,2,24320
qwen4b,model.layers.16.mlp.down_proj,4,2,24320
qwen4b,model.layers.16.mlp.down_proj,5,5,24320
qwen4b,model.layers.16.mlp.gate_proj,0,24280,24320
qwen4b,model.layers.16.mlp.gate_proj,1,28,24320
qwen4b,model.layers.16.mlp.gate_proj,2,6,24320
qwen4b,model.layers.16.mlp.gate_proj,3,4,24320
qwen4b,model.layers.16.mlp.gate_proj,4,0,24320
qwen4b,model.layers.16.mlp.gate_proj,5,2,24320
qwen4b,model.layers.16.mlp.up_proj,0,24207,24320
qwen4b,model.layers.16.mlp.up_proj,1,83,24320
qwen4b,model.layers.16.mlp.up_proj,2,20,24320
qwen4b,model.layers.16.mlp.up_proj,3,4,24320
qwen4b,model.layers.16.mlp.up_proj,4,3,24320
qwen4b,model.layers.16.mlp.up_proj,5,3,24320
qwen4b,model.layers.16.self_attn.k_proj,0,2555,2560
qwen4b,model.layers.16.self_attn.k_proj,1,3,2560
qwen4b,model.layers.16.self_attn.k_proj,2,1,2560
qwen4b,model.layers.16.self_attn.k_proj,3,1,2560
qwen4b,model.layers.16.self_attn.k_proj,4,0,2560
qwen4b,model.layers.16.self_attn.k_proj,5,0,2560
qwen4b,model.layers.16.self_attn.o_proj,0,10153,10240
qwen4b,model.layers.16.self_attn.o_proj,1,71,10240
qwen4b,model.layers.16.self_attn.o_proj,2,14,10240
qwen4b,model.layers.16.self_attn.o_proj,3,2,10240
qwen4b,model.layers.16.self_attn.o_proj,4,0,10240
qwen4b,model.layers.16.self_attn.o_proj,5,0,10240
qwen4b,model.layers.16.self_attn.q_proj,0,10215,10240
qwen4b,model.layers.16.self_attn.q_proj,1,17,10240
qwen4b,model.layers.16.self_attn.q_proj,2,2,10240
qwen4b,model.layers.16.self_attn.q_proj,3,2,10240
qwen4b,model.layers.16.self_attn.q_proj,4,4,10240
qwen4b,model.layers.16.self_attn.q_proj,5,0,10240
qwen4b,model.layers.16.self_attn.v_proj,0,2536,2560
qwen4b,model.layers.16.self_attn.v_proj,1,20,2560
qwen4b,model.layers.16.self_attn.v_proj,2,4,2560
qwen4b,model.layers.16.self_attn.v_proj,3,0,2560
qwen4b,model.layers.16.self_attn.v_proj,4,0,2560
qwen4b,model.layers.16.self_attn.v_proj,5,0,2560
qwen4b,model.layers.17.mlp.down_proj,0,24275,24320
qwen4b,model.layers.17.mlp.down_proj,1,43,24320
qwen4b,model.layers.17.mlp.down_proj,2,2,24320
qwen4b,model.layers.17.mlp.down_proj,3,0,24320
qwen4b,model.layers.17.mlp.down_proj,4,0,24320
qwen4b,model.layers.17.mlp.down_proj,5,0,24320
qwen4b,model.layers.17.mlp.gate_proj,0,24298,24320
qwen4b,model.layers.17.mlp.gate_proj,1,20,24320
qwen4b,model.layers.17.mlp.gate_proj,2,1,24320
qwen4b,model.layers.17.mlp.gate_proj,3,1,24320
qwen4b,model.layers.17.mlp.gate_proj,4,0,24320
qwen4b,model.layers.17.mlp.gate_proj,5,0,24320
qwen4b,model.layers.17.mlp.up_proj,0,24233,24320
qwen4b,model.layers.17.mlp.up_proj,1,67,24320
qwen4b,model.layers.17.mlp.up_proj,2,13,24320
qwen4b,model.layers.17.mlp.up_proj,3,4,24320
qwen4b,model.layers.17.mlp.up_proj,4,3,24320
qwen4b,model.layers.17.mlp.up_proj,5,0,24320
qwen4b,model.layers.17.self_attn.k_proj,0,2555,2560
qwen4b,model.layers.17.self_attn.k_proj,1,5,2560
qwen4b,model.layers.17.self_attn.k_proj,2,0,2560
qwen4b,model.layers.17.self_attn.k_proj,3,0,2560
qwen4b,model.layers.17.self_attn.k_proj,4,0,2560
qwen4b,model.layers.17.self_attn.k_proj,5,0,2560
qwen4b,model.layers.17.self_attn.o_proj,0,10102,10240
qwen4b,model.layers.17.self_attn.o_proj,1,117,10240
qwen4b,model.layers.17.self_attn.o_proj,2,18,10240
qwen4b,model.layers.17.self_attn.o_proj,3,2,10240
qwen4b,model.layers.17.self_attn.o_proj,4,1,10240
qwen4b,model.layers.17.self_attn.o_proj,5,0,10240
qwen4b,model.layers.17.self_attn.q_proj,0,10222,10240
qwen4b,model.layers.17.self_attn.q_proj,1,13,10240
qwen4b,model.layers.17.self_attn.q_proj,2,1,10240
qwen4b,model.layers.17.self_attn.q_proj,3,1,10240
qwen4b,model.layers.17.self_attn.q_proj,4,3,10240
qwen4b,model.layers.17.self_attn.q_proj,5,0,10240
qwen4b,model.layers.17.self_attn.v_proj,0,2527,2560
qwen4b,model.layers.17.self_attn.v_proj,1,25,2560
qwen4b,model.layers.17.self_attn.v_proj,2,4,2560
qwen4b,model.layers.17.self_attn.v_proj,3,3,2560
qwen4b,model.layers.17.self_attn.v_proj,4,1,2560
qwen4b,model.layers.17.self_attn.v_proj,5,0,2560
qwen4b,model.layers.18.mlp.down_proj,0,24275,24320
qwen4b,model.layers.18.mlp.down_proj,1,44,24320
qwen4b,model.layers.18.mlp.down_proj,2,1,24320
qwen4b,model.layers.18.mlp.down_proj,3,0,24320
qwen4b,model.layers.18.mlp.down_proj,4,0,24320
qwen4b,model.layers.18.mlp.down_proj,5,0,24320
qwen4b,model.layers.18.mlp.gate_proj,0,24294,24320
qwen4b,model.layers.18.mlp.gate_proj,1,24,24320
qwen4b,model.layers.18.mlp.gate_proj,2,1,24320
qwen4b,model.layers.18.mlp.gate_proj,3,0,24320
qwen4b,model.layers.18.mlp.gate_proj,4,1,24320
qwen4b,model.layers.18.mlp.gate_proj,5,0,24320
qwen4b,model.layers.18.mlp.up_proj,0,24235,24320
qwen4b,model.layers.18.mlp.up_proj,1,67,24320
qwen4b,model.layers.18.mlp.up_proj,2,8,24320
qwen4b,model.layers.18.mlp.up_proj,3,7,24320
qwen4b,model.layers.18.mlp.up_proj,4,1,24320
qwen4b,model.layers.18.mlp.up_proj,5,2,24320
qwen4b,model.layers.18.self_attn.k_proj,0,2555,2560
qwen4b,model.layers.18.self_attn.k_proj,1,5,2560
qwen4b,model.layers.18.self_attn.k_proj,2,0,2560
qwen4b,model.layers.18.self_attn.k_proj,3,0,2560
qwen4b,model.layers.18.self_attn.k_proj,4,0,2560
qwen4b,model.layers.18.self_attn.k_proj,5,0,2560
qwen4b,model.layers.18.self_attn.o_proj,0,10073,10240
qwen4b,model.layers.18.self_attn.o_proj,1,141,10240
qwen4b,model.layers.18.self_attn.o_proj,2,20,10240
qwen4b,model.layers.18.self_attn.o_proj,3,3,10240
qwen4b,model.layers.18.self_attn.o_proj,4,2,10240
qwen4b,model.layers.18.self_attn.o_proj,5,1,10240
qwen4b,model.layers.18.self_attn.q_proj,0,10220,10240
qwen4b,model.layers.18.self_attn.q_proj,1,17,10240
qwen4b,model.layers.18.self_attn.q_proj,2,3,10240
qwen4b,model.layers.18.self_attn.q_proj,3,0,10240
qwen4b,model.layers.18.self_attn.q_proj,4,0,10240
qwen4b,model.layers.18.self_attn.q_proj,5,0,10240
qwen4b,model.layers.18.self_attn.v_proj,0,2535,2560
qwen4b,model.layers.18.self_attn.v_proj,1,23,2560
qwen4b,model.layers.18.self_attn.v_proj,2,2,2560
qwen4b,model.layers.18.self_attn.v_proj,3,0,2560
qwen4b,model.layers.18.self_attn.v_proj,4,0,2560
qwen4b,model.layers.18.self_attn.v_proj,5,0,2560
qwen4b,model.layers.19.mlp.down_proj,0,24285,24320
qwen4b,model.layers.19.mlp.down_proj,1,35,24320
qwen4b,model.layers.19.mlp.down_proj,2,0,24320
qwen4b,model.layers.19.mlp.down_proj,3,0,24320
qwen4b,model.layers.19.mlp.down_proj,4,0,24320
qwen4b,model.layers.19.mlp.down_proj,5,0,24320
qwen4b,model.layers.19.mlp.gate_proj,0,24300,24320
qwen4b,model.layers.19.mlp.gate_proj,1,18,24320
qwen4b,model.layers.19.mlp.gate_proj,2,1,24320
qwen4b,model.layers.19.mlp.gate_proj,3,1,24320
qwen4b,model.layers.19.mlp.gate_proj,4,0,24320
qwen4b,model.layers.19.mlp.gate_proj,5,0,24320
qwen4b,model.layers.19.mlp.up_proj,0,24278,24320
qwen4b,model.layers.19.mlp.up_proj,1,36,24320
qwen4b,model.layers.19.mlp.up_proj,2,2,24320
qwen4b,model.layers.19.mlp.up_proj,3,3,24320
qwen4b,model.layers.19.mlp.up_proj,4,1,24320
qwen4b,model.layers.19.mlp.up_proj,5,0,24320
qwen4b,model.layers.19.self_attn.k_proj,0,2558,2560
qwen4b,model.layers.19.self_attn.k_proj,1,2,2560
qwen4b,model.layers.19.self_attn.k_proj,2,0,2560
qwen4b,model.layers.19.self_attn.k_proj,3,0,2560
qwen4b,model.layers.19.self_attn.k_proj,4,0,2560
qwen4b,model.layers.19.self_attn.k_proj,5,0,2560
qwen4b,model.layers.19.self_attn.o_proj,0,10142,10240
qwen4b,model.layers.19.self_attn.o_proj,1,90,10240
qwen4b,model.layers.19.self_attn.o_proj,2,5,10240
qwen4b,model.layers.19.self_attn.o_proj,3,2,10240
qwen4b,model.layers.19.self_attn.o_proj,4,1,10240
qwen4b,model.layers.19.self_attn.o_proj,5,0,10240
qwen4b,model.layers.19.self_attn.q_proj,0,10217,10240
qwen4b,model.layers.19.self_attn.q_proj,1,20,10240
qwen4b,model.layers.19.self_attn.q_proj,2,3,10240
qwen4b,model.layers.19.self_attn.q_proj,3,0,10240
qwen4b,model.layers.19.self_attn.q_proj,4,0,10240
qwen4b,model.layers.19.self_attn.q_proj,5,0,10240
qwen4b,model.layers.19.self_attn.v_proj,0,2524,2560
qwen4b,model.layers.19.self_attn.v_proj,1,24,2560
qwen4b,model.layers.19.self_attn.v_proj,2,8,2560
qwen4b,model.layers.19.self_attn.v_proj,3,1,2560
qwen4b,model.layers.19.self_attn.v_proj,4,2,2560
qwen4b,model.layers.19.self_attn.v_proj,5,1,2560
qwen4b,model.layers.2.mlp.down_proj,0,24241,24320
qwen4b,model.layers.2.mlp.down_proj,1,63,24320
qwen4b,model.layers.2.mlp.down_proj,2,13,24320
qwen4b,model.layers.2.mlp.down_proj,3,3,24320
qwen4b,model.layers.2.mlp.down_proj,4,0,24320
qwen4b,model.layers.2.mlp.down_proj,5,0,24320
qwen4b,model.layers.2.mlp.gate_proj,0,24271,24320
qwen4b,model.layers.2.mlp.gate_proj,1,32,24320
qwen4b,model.layers.2.mlp.gate_proj,2,10,24320
qwen4b,model.layers.2.mlp.gate_proj,3,6,24320
qwen4b,model.layers.2.mlp.gate_proj,4,1,24320
qwen4b,model.layers.2.mlp.gate_proj,5,0,24320
qwen4b,model.layers.2.mlp.up_proj,0,24177,24320
qwen4b,model.layers.2.mlp.up_proj,1,101,24320
qwen4b,model.layers.2.mlp.up_proj,2,22,24320
qwen4b,model.layers.2.mlp.up_proj,3,10,24320
qwen4b,model.layers.2.mlp.up_proj,4,8,24320
qwen4b,model.layers.2.mlp.up_proj,5,2,24320
qwen4b,model.layers.2.self_attn.k_proj,0,2554,2560
qwen4b,model.layers.2.self_attn.k_proj,1,6,2560
qwen4b,model.layers.2.self_attn.k_proj,2,0,2560
qwen4b,model.layers.2.self_attn.k_proj,3,0,2560
qwen4b,model.layers.2.self_attn.k_proj,4,0,2560
qwen4b,model.layers.2.self_attn.k_proj,5,0,2560
qwen4b,model.layers.2.self_attn.o_proj,0,10152,10240
qwen4b,model.layers.2.self_attn.o_proj,1,71,10240
qwen4b,model.layers.2.self_attn.o_proj,2,11,10240
qwen4b,model.layers.2.self_attn.o_proj,3,3,10240
qwen4b,model.layers.2.self_attn.o_proj,4,3,10240
qwen4b,model.layers.2.self_attn.o_proj,5,0,10240
qwen4b,model.layers.2.self_attn.q_proj,0,10225,10240
qwen4b,model.layers.2.self_attn.q_proj,1,13,10240
qwen4b,model.layers.2.self_attn.q_proj,2,2,10240
qwen4b,model.layers.2.self_attn.q_proj,3,0,10240
qwen4b,model.layers.2.self_attn.q_proj,4,0,10240
qwen4b,model.layers.2.self_attn.q_proj,5,0,10240
qwen4b,model.layers.2.self_attn.v_proj,0,2511,2560
qwen4b,model.layers.2.self_attn.v_proj,1,35,2560
qwen4b,model.layers.2.self_attn.v_proj,2,6,2560
qwen4b,model.layers.2.self_attn.v_proj,3,3,2560
qwen4b,model.layers.2.self_attn.v_proj,4,3,2560
qwen4b,model.layers.2.self_attn.v_proj,5,2,2560
qwen4b,model.layers.20.mlp.down_proj,0,24288,24320
qwen4b,model.layers.20.mlp.down_proj,1,32,24320
qwen4b,model.layers.20.mlp.down_proj,2,0,24320
qwen4b,model.layers.20.mlp.down_proj,3,0,24320
qwen4b,model.layers.20.mlp.down_proj,4,0,24320
qwen4b,model.layers.20.mlp.down_proj,5,0,24320
qwen4b,model.layers.20.mlp.gate_proj,0,24296,24320
qwen4b,model.layers.20.mlp.gate_proj,1,23,24320
qwen4b,model.layers.20.mlp.gate_proj,2,1,24320
qwen4b,model.layers.20.mlp.gate_proj,3,0,24320
qwen4b,model.layers.20.mlp.gate_proj,4,0,24320
qwen4b,model.layers.20.mlp.gate_proj,5,0,24320
qwen4b,model.layers.20.mlp.up_proj,0,24281,24320
qwen4b,model.layers.20.mlp.up_proj,1,32,24320
qwen4b,model.layers.20.mlp.up_proj,2,4,24320
qwen4b,model.layers.20.mlp.up_proj,3,1,24320
qwen4b,model.layers.20.mlp.up_proj,4,1,24320
qwen4b,model.layers.20.mlp.up_proj,5,1,24320
qwen4b,model.layers.20.self_attn.k_proj,0,2560,2560
qwen4b,model.layers.20.self_attn.k_proj,1,0,2560
qwen4b,model.layers.20.self_attn.k_proj,2,0,2560
qwen4b,model.layers.20.self_attn.k_proj,3,0,2560
qwen4b,model.layers.20.self_attn.k_proj,4,0,2560
qwen4b,model.layers.20.self_attn.k_proj,5,0,2560
qwen4b,model.layers.20.self_attn.o_proj,0,10119,10240
qwen4b,model.layers.20.self_attn.o_proj,1,101,10240
qwen4b,model.layers.20.self_attn.o_proj,2,13,10240
qwen4b,model.layers.20.self_attn.o_proj,3,7,10240
qwen4b,model.layers.20.self_attn.o_proj,4,0,10240
qwen4b,model.layers.20.self_attn.o_proj,5,0,10240
qwen4b,model.layers.20.self_attn.q_proj,0,10229,10240
qwen4b,model.layers.20.self_attn.q_proj,1,11,10240
qwen4b,model.layers.20.self_attn.q_proj,2,0,10240
qwen4b,model.layers.20.self_attn.q_proj,3,0,10240
qwen4b,model.layers.20.self_attn.q_proj,4,0,10240
qwen4b,model.layers.20.self_attn.q_proj,5,0,10240
qwen4b,model.layers.20.self_attn.v_proj,0,2544,2560
qwen4b,model.layers.20.self_attn.v_proj,1,15,2560
qwen4b,model.layers.20.self_attn.v_proj,2,0,2560
qwen4b,model.layers.20.self_attn.v_proj,3,0,2560
qwen4b,model.layers.20.self_attn.v_proj,4,1,2560
qwen4b,model.layers.20.self_attn.v_proj,5,0,2560
qwen4b,model.layers.21.mlp.down_proj,0,24266,24320
qwen4b,model.layers.21.mlp.down_proj,1,53,24320
qwen4b,model.layers.21.mlp.down_proj,2,0,24320
qwen4b,model.layers.21.mlp.down_proj,3,1,24320
qwen4b,model.layers.21.mlp.down_proj,4,0,24320
qwen4b,model.layers.21.mlp.down_proj,5,0,24320
qwen4b,model.layers.21.mlp.gate_proj,0,24272,24320
qwen4b,model.layers.21.mlp.gate_proj,1,38,24320
qwen4b,model.layers.21.mlp.gate_proj,2,5,24320
qwen4b,model.layers.21.mlp.gate_proj,3,2,24320
qwen4b,model.layers.21.mlp.gate_proj,4,1,24320
qwen4b,model.layers.21.mlp.gate_proj,5,2,24320
qwen4b,model.layers.21.mlp.up_proj,0,24217,24320
qwen4b,model.layers.21.mlp.up_proj,1,74,24320
qwen4b,model.layers.21.mlp.up_proj,2,19,24320
qwen4b,model.layers.21.mlp.up_proj,3,7,24320
qwen4b,model.layers.21.mlp.up_proj,4,0,24320
qwen4b,model.layers.21.mlp.up_proj,5,3,24320
qwen4b,model.layers.21.self_attn.k_proj,0,2547,2560
qwen4b,model.layers.21.self_attn.k_proj,1,8,2560
qwen4b,model.layers.21.self_attn.k_proj,2,1,2560
qwen4b,model.layers.21.self_attn.k_proj,3,2,2560
qwen4b,model.layers.21.self_attn.k_proj,4,2,2560
qwen4b,model.layers.21.self_attn.k_proj,5,0,2560
qwen4b,model.layers.21.self_attn.o_proj,0,10058,10240
qwen4b,model.layers.21.self_attn.o_proj,1,146,10240
qwen4b,model.layers.21.self_attn.o_proj,2,22,10240
qwen4b,model.layers.21.self_attn.o_proj,3,8,10240
qwen4b,model.layers.21.self_attn.o_proj,4,4,10240
qwen4b,model.layers.21.self_attn.o_proj,5,2,10240
qwen4b,model.layers.21.self_attn.q_proj,0,10209,10240
qwen4b,model.layers.21.self_attn.q_proj,1,25,10240
qwen4b,model.layers.21.self_attn.q_proj,2,3,10240
qwen4b,model.layers.21.self_attn.q_proj,3,1,10240
qwen4b,model.layers.21.self_attn.q_proj,4,2,10240
qwen4b,model.layers.21.self_attn.q_proj,5,0,10240
qwen4b,model.layers.21.self_attn.v_proj,0,2529,2560
qwen4b,model.layers.21.self_attn.v_proj,1,26,2560
qwen4b,model.layers.21.self_attn.v_proj,2,3,2560
qwen4b,model.layers.21.self_attn.v_proj,3,1,2560
qwen4b,model.layers.21.self_attn.v_proj,4,0,2560
qwen4b,model.layers.21.self_attn.v_proj,5,1,2560
qwen4b,model.layers.22.mlp.down_proj,0,24281,24320
qwen4b,model.layers.22.mlp.down_proj,1,38,24320
qwen4b,model.layers.22.mlp.down_proj,2,0,24320
qwen4b,model.layers.22.mlp.down_proj,3,1,24320
qwen4b,model.layers.22.mlp.down_proj,4,0,24320
qwen4b,model.layers.22.mlp.down_proj,5,0,24320
qwen4b,model.layers.22.mlp.gate_proj,0,24296,24320
qwen4b,model.layers.22.mlp.gate_proj,1,22,24320
qwen4b,model.layers.22.mlp.gate_proj,2,1,24320
qwen4b,model.layers.22.mlp.gate_proj,3,0,24320
qwen4b,model.layers.22.mlp.gate_proj,4,1,24320
qwen4b,model.layers.22.mlp.gate_proj,5,0,24320
qwen4b,model.layers.22.mlp.up_proj,0,24280,24320
qwen4b,model.layers.22.mlp.up_proj,1,36,24320
qwen4b,model.layers.22.mlp.up_proj,2,2,24320
qwen4b,model.layers.22.mlp.up_proj,3,0,24320
qwen4b,model.layers.22.mlp.up_proj,4,1,24320
qwen4b,model.layers.22.mlp.up_proj,5,1,24320
qwen4b,model.layers.22.self_attn.k_proj,0,2548,2560
qwen4b,model.layers.22.self_attn.k_proj,1,10,2560
qwen4b,model.layers.22.self_attn.k_proj,2,2,2560
qwen4b,model.layers.22.self_attn.k_proj,3,0,2560
qwen4b,model.layers.22.self_attn.k_proj,4,0,2560
qwen4b,model.layers.22.self_attn.k_proj,5,0,2560
qwen4b,model.layers.22.self_attn.o_proj,0,10139,10240
qwen4b,model.layers.22.self_attn.o_proj,1,90,10240
qwen4b,model.layers.22.self_attn.o_proj,2,9,10240
qwen4b,model.layers.22.self_attn.o_proj,3,2,10240
qwen4b,model.layers.22.self_attn.o_proj,4,0,10240
qwen4b,model.layers.22.self_attn.o_proj,5,0,10240
qwen4b,model.layers.22.self_attn.q_proj,0,10226,10240
