model,module,U,K_min,zero_quota,draw,ranking,cutoff_tie_fraction,retained_quota_fraction
qwen4b,model.layers.19.mlp.gate_proj,24320,3,,draw1,joint_upper_primary,4.111842105263158e-05,0.75
qwen4b,model.layers.19.mlp.gate_proj,24320,3,,draw1,joint_z_diagnostic,4.111842105263158e-05,0.75
qwen4b,model.layers.19.mlp.gate_proj,24320,3,,draw2,joint_upper_primary,4.111842105263158e-05,0.75
qwen4b,model.layers.19.mlp.gate_proj,24320,3,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.75
qwen4b,model.layers.19.mlp.gate_proj,24320,3,,draw3,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.19.mlp.gate_proj,24320,3,,draw3,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.19.mlp.gate_proj,24320,3,,draw4,joint_upper_primary,4.111842105263158e-05,0.75
qwen4b,model.layers.19.mlp.gate_proj,24320,3,,draw4,joint_z_diagnostic,4.111842105263158e-05,0.75
qwen4b,model.layers.19.mlp.up_proj,24320,7,False,,,,
qwen4b,model.layers.19.mlp.up_proj,24320,7,,seed0,joint_upper_primary,4.111842105263158e-05,0.7
qwen4b,model.layers.19.mlp.up_proj,24320,7,,seed0,joint_z_diagnostic,4.111842105263158e-05,0.7
qwen4b,model.layers.19.mlp.up_proj,24320,7,,draw1,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.19.mlp.up_proj,24320,7,,draw1,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.19.mlp.up_proj,24320,7,,draw2,joint_upper_primary,4.111842105263158e-05,0.5384615384615384
qwen4b,model.layers.19.mlp.up_proj,24320,7,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.5384615384615384
qwen4b,model.layers.19.mlp.up_proj,24320,7,,draw3,joint_upper_primary,4.111842105263158e-05,0.4666666666666667
qwen4b,model.layers.19.mlp.up_proj,24320,7,,draw3,joint_z_diagnostic,4.111842105263158e-05,0.4666666666666667
qwen4b,model.layers.19.mlp.up_proj,24320,7,,draw4,joint_upper_primary,4.111842105263158e-05,0.875
qwen4b,model.layers.19.mlp.up_proj,24320,7,,draw4,joint_z_diagnostic,4.111842105263158e-05,0.875
qwen4b,model.layers.19.self_attn.k_proj,2560,0,True,,,,
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,seed0,joint_upper_primary,0,0.0
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,seed0,joint_z_diagnostic,0,0.0
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,draw1,joint_upper_primary,0,
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,draw1,joint_z_diagnostic,0,
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,draw2,joint_upper_primary,0,
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,draw2,joint_z_diagnostic,0,
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,draw3,joint_upper_primary,0,
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,draw3,joint_z_diagnostic,0,
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,draw4,joint_upper_primary,0,0.0
qwen4b,model.layers.19.self_attn.k_proj,2560,0,,draw4,joint_z_diagnostic,0,0.0
qwen4b,model.layers.19.self_attn.o_proj,10240,18,False,,,,
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,seed0,joint_upper_primary,9.765625e-05,0.782608695652174
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,seed0,joint_z_diagnostic,9.765625e-05,0.782608695652174
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,draw1,joint_upper_primary,9.765625e-05,0.6
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,draw1,joint_z_diagnostic,9.765625e-05,0.6
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,draw2,joint_upper_primary,9.765625e-05,0.9473684210526315
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,draw2,joint_z_diagnostic,9.765625e-05,0.9473684210526315
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,draw3,joint_upper_primary,9.765625e-05,0.9
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,draw3,joint_z_diagnostic,9.765625e-05,0.9
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,draw4,joint_upper_primary,9.765625e-05,1.0
qwen4b,model.layers.19.self_attn.o_proj,10240,18,,draw4,joint_z_diagnostic,9.765625e-05,1.0
qwen4b,model.layers.19.self_attn.q_proj,10240,4,False,,,,
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,seed0,joint_upper_primary,9.765625e-05,0.6666666666666666
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,seed0,joint_z_diagnostic,9.765625e-05,0.6666666666666666
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,draw1,joint_upper_primary,9.765625e-05,0.8
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,draw1,joint_z_diagnostic,9.765625e-05,0.8
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,draw2,joint_upper_primary,9.765625e-05,0.8
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,draw2,joint_z_diagnostic,9.765625e-05,0.8
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,draw3,joint_upper_primary,9.765625e-05,0.6666666666666666
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,draw3,joint_z_diagnostic,9.765625e-05,0.6666666666666666
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,draw4,joint_upper_primary,9.765625e-05,1.0
qwen4b,model.layers.19.self_attn.q_proj,10240,4,,draw4,joint_z_diagnostic,9.765625e-05,1.0
qwen4b,model.layers.19.self_attn.v_proj,2560,7,False,,,,
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,seed0,joint_upper_primary,0.000390625,0.5384615384615384
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,seed0,joint_z_diagnostic,0.000390625,0.5384615384615384
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,draw1,joint_upper_primary,0.000390625,0.5833333333333334
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,draw1,joint_z_diagnostic,0.000390625,0.5833333333333334
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,draw2,joint_upper_primary,0.000390625,0.4666666666666667
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,draw2,joint_z_diagnostic,0.000390625,0.4666666666666667
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,draw3,joint_upper_primary,0.000390625,0.7777777777777778
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,draw3,joint_z_diagnostic,0.000390625,0.7777777777777778
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,draw4,joint_upper_primary,0.000390625,1.0
qwen4b,model.layers.19.self_attn.v_proj,2560,7,,draw4,joint_z_diagnostic,0.000390625,1.0
qwen4b,model.layers.2.mlp.down_proj,24320,3,False,,,,
qwen4b,model.layers.2.mlp.down_proj,24320,3,,seed0,joint_upper_primary,4.111842105263158e-05,0.15789473684210525
qwen4b,model.layers.2.mlp.down_proj,24320,3,,seed0,joint_z_diagnostic,4.111842105263158e-05,0.15789473684210525
qwen4b,model.layers.2.mlp.down_proj,24320,3,,draw1,joint_upper_primary,4.111842105263158e-05,0.2
qwen4b,model.layers.2.mlp.down_proj,24320,3,,draw1,joint_z_diagnostic,4.111842105263158e-05,0.2
qwen4b,model.layers.2.mlp.down_proj,24320,3,,draw2,joint_upper_primary,4.111842105263158e-05,0.07692307692307693
qwen4b,model.layers.2.mlp.down_proj,24320,3,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.07692307692307693
qwen4b,model.layers.2.mlp.down_proj,24320,3,,draw3,joint_upper_primary,4.111842105263158e-05,0.13636363636363635
qwen4b,model.layers.2.mlp.down_proj,24320,3,,draw3,joint_z_diagnostic,4.111842105263158e-05,0.13636363636363635
qwen4b,model.layers.2.mlp.down_proj,24320,3,,draw4,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.2.mlp.down_proj,24320,3,,draw4,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.2.mlp.gate_proj,24320,3,False,,,,
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,seed0,joint_upper_primary,4.111842105263158e-05,0.21428571428571427
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,seed0,joint_z_diagnostic,4.111842105263158e-05,0.21428571428571427
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,draw1,joint_upper_primary,4.111842105263158e-05,0.2727272727272727
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,draw1,joint_z_diagnostic,4.111842105263158e-05,0.2727272727272727
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,draw2,joint_upper_primary,4.111842105263158e-05,0.09375
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.09375
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,draw3,joint_upper_primary,4.111842105263158e-05,0.21428571428571427
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,draw3,joint_z_diagnostic,4.111842105263158e-05,0.21428571428571427
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,draw4,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.2.mlp.gate_proj,24320,3,,draw4,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.2.mlp.up_proj,24320,10,False,,,,
qwen4b,model.layers.2.mlp.up_proj,24320,10,,seed0,joint_upper_primary,4.111842105263158e-05,0.20833333333333334
qwen4b,model.layers.2.mlp.up_proj,24320,10,,seed0,joint_z_diagnostic,4.111842105263158e-05,0.20833333333333334
qwen4b,model.layers.2.mlp.up_proj,24320,10,,draw1,joint_upper_primary,4.111842105263158e-05,0.2777777777777778
qwen4b,model.layers.2.mlp.up_proj,24320,10,,draw1,joint_z_diagnostic,4.111842105263158e-05,0.2777777777777778
qwen4b,model.layers.2.mlp.up_proj,24320,10,,draw2,joint_upper_primary,4.111842105263158e-05,0.136986301369863
qwen4b,model.layers.2.mlp.up_proj,24320,10,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.136986301369863
qwen4b,model.layers.2.mlp.up_proj,24320,10,,draw3,joint_upper_primary,4.111842105263158e-05,0.2
qwen4b,model.layers.2.mlp.up_proj,24320,10,,draw3,joint_z_diagnostic,4.111842105263158e-05,0.2
qwen4b,model.layers.2.mlp.up_proj,24320,10,,draw4,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.2.mlp.up_proj,24320,10,,draw4,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.2.self_attn.k_proj,2560,0,True,,,,
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,seed0,joint_upper_primary,0,0.0
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,seed0,joint_z_diagnostic,0,0.0
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,draw1,joint_upper_primary,0,
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,draw1,joint_z_diagnostic,0,
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,draw2,joint_upper_primary,0,0.0
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,draw2,joint_z_diagnostic,0,0.0
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,draw3,joint_upper_primary,0,0.0
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,draw3,joint_z_diagnostic,0,0.0
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,draw4,joint_upper_primary,0,
qwen4b,model.layers.2.self_attn.k_proj,2560,0,,draw4,joint_z_diagnostic,0,
qwen4b,model.layers.2.self_attn.o_proj,10240,8,False,,,,
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,seed0,joint_upper_primary,9.765625e-05,0.32
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,seed0,joint_z_diagnostic,9.765625e-05,0.32
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,draw1,joint_upper_primary,9.765625e-05,0.6666666666666666
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,draw1,joint_z_diagnostic,9.765625e-05,0.6666666666666666
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,draw2,joint_upper_primary,9.765625e-05,0.18181818181818182
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,draw2,joint_z_diagnostic,9.765625e-05,0.18181818181818182
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,draw3,joint_upper_primary,9.765625e-05,0.32
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,draw3,joint_z_diagnostic,9.765625e-05,0.32
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,draw4,joint_upper_primary,9.765625e-05,1.0
qwen4b,model.layers.2.self_attn.o_proj,10240,8,,draw4,joint_z_diagnostic,9.765625e-05,1.0
qwen4b,model.layers.2.self_attn.q_proj,10240,0,True,,,,
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,seed0,joint_upper_primary,0,0.0
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,seed0,joint_z_diagnostic,0,0.0
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,draw1,joint_upper_primary,0,0.0
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,draw1,joint_z_diagnostic,0,0.0
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,draw2,joint_upper_primary,0,0.0
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,draw2,joint_z_diagnostic,0,0.0
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,draw3,joint_upper_primary,0,0.0
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,draw3,joint_z_diagnostic,0,0.0
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,draw4,joint_upper_primary,0,
qwen4b,model.layers.2.self_attn.q_proj,10240,0,,draw4,joint_z_diagnostic,0,
qwen4b,model.layers.2.self_attn.v_proj,2560,4,False,,,,
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,seed0,joint_upper_primary,0.000390625,0.36363636363636365
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,seed0,joint_z_diagnostic,0.000390625,0.36363636363636365
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,draw1,joint_upper_primary,0.000390625,0.3333333333333333
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,draw1,joint_z_diagnostic,0.000390625,0.3333333333333333
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,draw2,joint_upper_primary,0.000390625,0.13793103448275862
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,draw2,joint_z_diagnostic,0.000390625,0.13793103448275862
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,draw3,joint_upper_primary,0.000390625,0.18181818181818182
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,draw3,joint_z_diagnostic,0.000390625,0.18181818181818182
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,draw4,joint_upper_primary,0.000390625,1.0
qwen4b,model.layers.2.self_attn.v_proj,2560,4,,draw4,joint_z_diagnostic,0.000390625,1.0
qwen4b,model.layers.20.mlp.down_proj,24320,5,False,,,,
qwen4b,model.layers.20.mlp.down_proj,24320,5,,seed0,joint_upper_primary,4.111842105263158e-05,0.8333333333333334
qwen4b,model.layers.20.mlp.down_proj,24320,5,,seed0,joint_z_diagnostic,4.111842105263158e-05,0.8333333333333334
qwen4b,model.layers.20.mlp.down_proj,24320,5,,draw1,joint_upper_primary,4.111842105263158e-05,0.8333333333333334
qwen4b,model.layers.20.mlp.down_proj,24320,5,,draw1,joint_z_diagnostic,4.111842105263158e-05,0.8333333333333334
qwen4b,model.layers.20.mlp.down_proj,24320,5,,draw2,joint_upper_primary,4.111842105263158e-05,0.5
qwen4b,model.layers.20.mlp.down_proj,24320,5,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.5
qwen4b,model.layers.20.mlp.down_proj,24320,5,,draw3,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.down_proj,24320,5,,draw3,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.down_proj,24320,5,,draw4,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.down_proj,24320,5,,draw4,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.gate_proj,24320,3,False,,,,
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,seed0,joint_upper_primary,4.111842105263158e-05,0.5
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,seed0,joint_z_diagnostic,4.111842105263158e-05,0.5
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,draw1,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,draw1,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,draw2,joint_upper_primary,4.111842105263158e-05,0.42857142857142855
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.42857142857142855
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,draw3,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,draw3,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,draw4,joint_upper_primary,4.111842105263158e-05,0.5
qwen4b,model.layers.20.mlp.gate_proj,24320,3,,draw4,joint_z_diagnostic,4.111842105263158e-05,0.5
qwen4b,model.layers.20.mlp.up_proj,24320,9,False,,,,
qwen4b,model.layers.20.mlp.up_proj,24320,9,,seed0,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.up_proj,24320,9,,seed0,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.up_proj,24320,9,,draw1,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.up_proj,24320,9,,draw1,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.20.mlp.up_proj,24320,9,,draw2,joint_upper_primary,4.111842105263158e-05,0.8181818181818182
qwen4b,model.layers.20.mlp.up_proj,24320,9,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.8181818181818182
qwen4b,model.layers.20.mlp.up_proj,24320,9,,draw3,joint_upper_primary,4.111842105263158e-05,0.8181818181818182
qwen4b,model.layers.20.mlp.up_proj,24320,9,,draw3,joint_z_diagnostic,4.111842105263158e-05,0.8181818181818182
qwen4b,model.layers.20.mlp.up_proj,24320,9,,draw4,joint_upper_primary,4.111842105263158e-05,0.75
qwen4b,model.layers.20.mlp.up_proj,24320,9,,draw4,joint_z_diagnostic,4.111842105263158e-05,0.75
qwen4b,model.layers.20.self_attn.k_proj,2560,0,True,,,,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,seed0,joint_upper_primary,0,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,seed0,joint_z_diagnostic,0,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,draw1,joint_upper_primary,0,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,draw1,joint_z_diagnostic,0,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,draw2,joint_upper_primary,0,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,draw2,joint_z_diagnostic,0,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,draw3,joint_upper_primary,0,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,draw3,joint_z_diagnostic,0,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,draw4,joint_upper_primary,0,
qwen4b,model.layers.20.self_attn.k_proj,2560,0,,draw4,joint_z_diagnostic,0,
qwen4b,model.layers.20.self_attn.o_proj,10240,18,False,,,,
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,seed0,joint_upper_primary,9.765625e-05,0.782608695652174
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,seed0,joint_z_diagnostic,9.765625e-05,0.782608695652174
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,draw1,joint_upper_primary,9.765625e-05,0.3829787234042553
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,draw1,joint_z_diagnostic,9.765625e-05,0.3829787234042553
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,draw2,joint_upper_primary,9.765625e-05,0.5625
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,draw2,joint_z_diagnostic,9.765625e-05,0.5625
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,draw3,joint_upper_primary,9.765625e-05,0.6428571428571429
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,draw3,joint_z_diagnostic,9.765625e-05,0.6428571428571429
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,draw4,joint_upper_primary,9.765625e-05,1.0
qwen4b,model.layers.20.self_attn.o_proj,10240,18,,draw4,joint_z_diagnostic,9.765625e-05,1.0
qwen4b,model.layers.20.self_attn.q_proj,10240,1,False,,,,
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,seed0,joint_upper_primary,9.765625e-05,0.5
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,seed0,joint_z_diagnostic,9.765625e-05,0.5
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,draw1,joint_upper_primary,9.765625e-05,1.0
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,draw1,joint_z_diagnostic,9.765625e-05,1.0
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,draw2,joint_upper_primary,9.765625e-05,0.5
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,draw2,joint_z_diagnostic,9.765625e-05,0.5
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,draw3,joint_upper_primary,9.765625e-05,0.5
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,draw3,joint_z_diagnostic,9.765625e-05,0.5
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,draw4,joint_upper_primary,9.765625e-05,0.25
qwen4b,model.layers.20.self_attn.q_proj,10240,1,,draw4,joint_z_diagnostic,9.765625e-05,0.25
qwen4b,model.layers.20.self_attn.v_proj,2560,2,False,,,,
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,seed0,joint_upper_primary,0.000390625,0.3333333333333333
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,seed0,joint_z_diagnostic,0.000390625,0.3333333333333333
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,draw1,joint_upper_primary,0.000390625,0.6666666666666666
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,draw1,joint_z_diagnostic,0.000390625,0.6666666666666666
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,draw2,joint_upper_primary,0.000390625,0.5
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,draw2,joint_z_diagnostic,0.000390625,0.5
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,draw3,joint_upper_primary,0.000390625,0.5
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,draw3,joint_z_diagnostic,0.000390625,0.5
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,draw4,joint_upper_primary,0.000390625,1.0
qwen4b,model.layers.20.self_attn.v_proj,2560,2,,draw4,joint_z_diagnostic,0.000390625,1.0
qwen4b,model.layers.21.mlp.down_proj,24320,7,False,,,,
qwen4b,model.layers.21.mlp.down_proj,24320,7,,seed0,joint_upper_primary,4.111842105263158e-05,0.5833333333333334
qwen4b,model.layers.21.mlp.down_proj,24320,7,,seed0,joint_z_diagnostic,4.111842105263158e-05,0.5833333333333334
qwen4b,model.layers.21.mlp.down_proj,24320,7,,draw1,joint_upper_primary,4.111842105263158e-05,0.875
qwen4b,model.layers.21.mlp.down_proj,24320,7,,draw1,joint_z_diagnostic,4.111842105263158e-05,0.875
qwen4b,model.layers.21.mlp.down_proj,24320,7,,draw2,joint_upper_primary,4.111842105263158e-05,0.4117647058823529
qwen4b,model.layers.21.mlp.down_proj,24320,7,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.4117647058823529
qwen4b,model.layers.21.mlp.down_proj,24320,7,,draw3,joint_upper_primary,4.111842105263158e-05,0.5833333333333334
qwen4b,model.layers.21.mlp.down_proj,24320,7,,draw3,joint_z_diagnostic,4.111842105263158e-05,0.5833333333333334
qwen4b,model.layers.21.mlp.down_proj,24320,7,,draw4,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.21.mlp.down_proj,24320,7,,draw4,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.21.mlp.gate_proj,24320,9,False,,,,
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,seed0,joint_upper_primary,4.111842105263158e-05,0.6923076923076923
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,seed0,joint_z_diagnostic,4.111842105263158e-05,0.6923076923076923
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,draw1,joint_upper_primary,4.111842105263158e-05,0.6428571428571429
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,draw1,joint_z_diagnostic,4.111842105263158e-05,0.6428571428571429
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,draw2,joint_upper_primary,4.111842105263158e-05,0.5294117647058824
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.5294117647058824
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,draw3,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,draw3,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,draw4,joint_upper_primary,4.111842105263158e-05,0.6
qwen4b,model.layers.21.mlp.gate_proj,24320,9,,draw4,joint_z_diagnostic,4.111842105263158e-05,0.6
qwen4b,model.layers.21.mlp.up_proj,24320,22,False,,,,
qwen4b,model.layers.21.mlp.up_proj,24320,22,,seed0,joint_upper_primary,4.111842105263158e-05,0.6875
qwen4b,model.layers.21.mlp.up_proj,24320,22,,seed0,joint_z_diagnostic,4.111842105263158e-05,0.6875
qwen4b,model.layers.21.mlp.up_proj,24320,22,,draw1,joint_upper_primary,4.111842105263158e-05,0.7333333333333333
qwen4b,model.layers.21.mlp.up_proj,24320,22,,draw1,joint_z_diagnostic,4.111842105263158e-05,0.7333333333333333
qwen4b,model.layers.21.mlp.up_proj,24320,22,,draw2,joint_upper_primary,4.111842105263158e-05,0.6285714285714286
qwen4b,model.layers.21.mlp.up_proj,24320,22,,draw2,joint_z_diagnostic,4.111842105263158e-05,0.6285714285714286
qwen4b,model.layers.21.mlp.up_proj,24320,22,,draw3,joint_upper_primary,4.111842105263158e-05,1.0
qwen4b,model.layers.21.mlp.up_proj,24320,22,,draw3,joint_z_diagnostic,4.111842105263158e-05,1.0
qwen4b,model.layers.21.mlp.up_proj,24320,22,,draw4,joint_upper_primary,4.111842105263158e-05,0.7586206896551724
qwen4b,model.layers.21.mlp.up_proj,24320,22,,draw4,joint_z_diagnostic,4.111842105263158e-05,0.7586206896551724
qwen4b,model.layers.21.self_attn.k_proj,2560,2,False,,,,
qwen4b,model.layers.21.self_attn.k_proj,2560,2,,seed0,joint_upper_primary,0.000390625,0.6666666666666666
qwen4b,model.layers.21.self_attn.k_proj,2560,2,,seed0,joint_z_diagnostic,0.000390625,0.6666666666666666
qwen4b,model.layers.21.self_attn.k_proj,2560,2,,draw1,joint_upper_primary,0.000390625,0.3333333333333333
qwen4b,model.layers.21.self_attn.k_proj,2560,2,,draw1,joint_z_diagnostic,0.000390625,0.3333333333333333
qwen4b,model.layers.21.self_attn.k_proj,2560,2,,draw2,joint_upper_primary,0.000390625,1.0
