model,draw,N,module,objective,backend_status,exact_parent_SE,eligible_weights,eligible_parents,ownership_regret,sum_abs_child_mean,weighted_cancellation,unweighted_cancellation_mean,zero_score_parents,minority_sign_fraction,mean_favorable_parents,selector_gap,threshold_increment,veto_increment,total_surrogate_gap,selected_tiles,selected_weights,mean_favorable_threshold_fail,mean_favorable_threshold_fail_fraction
qwen4b,seed0,128,model.layers.32.mlp.up_proj,kl,analytical_only,True,24903680,3040,0.007145335806155131,0.019456596803398257,0.7344897854805871,0.735510117384044,0,0.39837582236842106,1633,0.002808685947700146,0.0027749077426802993,3.377820501984652e-05,0.009954021753855277,2,16384,1626,0.9957134109001837
qwen4b,seed0,128,model.layers.32.mlp.down_proj,ce,analytical_only,True,24903680,3040,0.017514401962199805,0.04723799162964229,0.7415388062861399,0.7447674459309128,0,0.40098684210526314,1557,0.006343393775362527,0.004565239116429698,0.001778154658932829,0.023857795737562332,2,16384,1444,0.9274245343609505
qwen4b,seed0,128,model.layers.32.mlp.down_proj,kl,analytical_only,True,24903680,3040,0.005927521056937515,0.015954151762142967,0.7430694085539185,0.7433009327920508,0,0.39991776315789473,1595,0.002194094690605608,0.0021619382065229814,3.215648408262661e-05,0.008121615747543123,2,16384,1586,0.9943573667711598
qwen4b,seed0,128,model.layers.33.self_attn.q_proj,ce,analytical_only,True,10485760,1280,0.0043229521984059355,0.013773084810070113,0.6277391387650838,0.685786921335074,0,0.403662109375,641,0.002116023620111155,0.00150665436446824,0.000609369255642915,0.0064389758185170905,0,0,616,0.9609984399375975
qwen4b,seed0,128,model.layers.33.self_attn.q_proj,kl,analytical_only,True,10485760,1280,0.0016224298332181775,0.004726581481148653,0.6865130072078626,0.6918079435057963,0,0.40419921875,686,0.0008542466550284823,0.0008542466550284823,0.0,0.00247667648824666,0,0,686,1.0
qwen4b,seed0,128,model.layers.33.self_attn.k_proj,ce,analytical_only,True,2621440,320,0.002179355808305486,0.0064188678345084155,0.6790467928281905,0.6951759571334066,0,0.3984375,171,0.0010984300146879566,0.00104474953843664,5.3680476251316556e-05,0.0032777858229934426,0,0,164,0.9590643274853801
qwen4b,seed0,128,model.layers.33.self_attn.k_proj,kl,analytical_only,True,2621440,320,0.0008194493289374882,0.00239465173213408,0.6843995875819541,0.709620195916431,0,0.3984375,167,0.000502219762635342,0.0004357135764882225,6.650618614711945e-05,0.0013216690915728302,0,0,166,0.9940119760479041
qwen4b,seed0,128,model.layers.33.self_attn.v_proj,ce,analytical_only,True,2621440,320,0.005079004515524649,0.01529579645279705,0.6641046160882824,0.7006819674774996,0,0.39609375,141,0.0018413417949542932,0.00048787508388695167,0.0013534667110673415,0.006920346310478942,4,32768,110,0.7801418439716312
qwen4b,seed0,128,model.layers.33.self_attn.v_proj,kl,analytical_only,True,2621440,320,0.0009171694066997943,0.002525599265027989,0.7262984428288786,0.7548651229930988,0,0.401953125,178,0.0003551791978255586,0.0003551791978255586,0.0,0.001272348604525353,4,32768,174,0.9775280898876404
qwen4b,seed0,128,model.layers.33.self_attn.o_proj,ce,analytical_only,True,10485760,1280,0.010040150514472879,0.027380672474560386,0.7333750128892026,0.753446829231693,0,0.405615234375,668,0.0035691598186408102,0.00177367457294203,0.0017954852456987802,0.013609310333113689,4,32768,539,0.8068862275449101
qwen4b,seed0,128,model.layers.33.self_attn.o_proj,kl,analytical_only,True,10485760,1280,0.001874389787536651,0.005064207817860787,0.7402499482449862,0.7459564693896417,0,0.399853515625,675,0.000684652495868146,0.0006748742886501929,9.778207217953083e-06,0.002559042283404797,4,32768,667,0.9881481481481481
qwen4b,seed0,128,model.layers.33.mlp.gate_proj,ce,analytical_only,True,24903680,3040,0.012303544395839583,0.03425285356640273,0.7183952935184147,0.7405197233175349,0,0.4035978618421053,1573,0.0047544442622586,0.003883748188370978,0.0008706960738876224,0.017057988658098183,1,8192,1541,0.9796567069294342
qwen4b,seed0,128,model.layers.33.mlp.gate_proj,kl,analytical_only,True,24903680,3040,0.00564487299927325,0.015628513037894677,0.7223813277163408,0.7292422252631614,0,0.4018297697368421,1564,0.002314189999652279,0.002278322426834685,3.5867572817593896e-05,0.007959062998925528,1,8192,1557,0.9955242966751918
qwen4b,seed0,128,model.layers.33.mlp.up_proj,ce,analytical_only,True,24903680,3040,0.015902738652377207,0.04418125955832963,0.7198861603925918,0.7343548647689012,0,0.4025904605263158,1526,0.006122063920102061,0.004152542469521625,0.001969521450580436,0.02202480257247927,0,0,1460,0.9567496723460026
qwen4b,seed0,128,model.layers.33.mlp.up_proj,kl,analytical_only,True,24903680,3040,0.005636286715566645,0.015423741679972638,0.7308585468447295,0.7370527654447425,0,0.40139802631578947,1611,0.002322801415917161,0.002286390993146356,3.6410422770805084e-05,0.007959088131483806,0,0,1604,0.9956548727498448
qwen4b,seed0,128,model.layers.33.mlp.down_proj,ce,analytical_only,True,24903680,3040,0.02076219583311767,0.05775774648202614,0.7189406477130731,0.7476435989815041,0,0.40150082236842105,1584,0.0070418750498768,0.0044480094654083535,0.0025938655844684466,0.02780407088299447,2,16384,1439,0.9084595959595959
qwen4b,seed0,128,model.layers.33.mlp.down_proj,kl,analytical_only,True,24903680,3040,0.005287397480958085,0.014141056932375287,0.7478079617730463,0.7464815170226787,0,0.40279605263157897,1591,0.0019301770991400694,0.0018720238069555376,5.81532921845318e-05,0.0072175745800981544,2,16384,1581,0.9937146448774355
qwen4b,seed0,128,model.layers.34.self_attn.q_proj,ce,analytical_only,True,10485760,1280,0.020941485962600138,0.07403696469781951,0.5657035252072373,0.6990141012726202,0,0.402734375,654,0.006334828047969782,0.0018647492602949095,0.004470078787674872,0.02727631401056992,9,73728,579,0.8853211009174312
qwen4b,seed0,128,model.layers.34.self_attn.q_proj,kl,analytical_only,True,10485760,1280,0.0026932100336279573,0.008369112064997186,0.6436071145210225,0.7023881916042221,0,0.404443359375,650,0.0011609388374661626,0.0010942701349678473,6.666870249831536e-05,0.00385414887109412,9,73728,635,0.9769230769230769
qwen4b,seed0,128,model.layers.34.self_attn.k_proj,ce,analytical_only,True,2621440,320,0.007223966831180789,0.0225735438971002,0.6400383443654836,0.7172589632135512,0,0.4056640625,153,0.0012822473011446373,0.0009328702464659194,0.0003493770546787178,0.008506214132325426,2,16384,139,0.9084967320261438
qwen4b,seed0,128,model.layers.34.self_attn.k_proj,kl,analytical_only,True,2621440,320,0.0011713361826726325,0.0034392654692955785,0.6811548530521213,0.7093387356382174,0,0.4052734375,161,0.0004438757281923708,0.0003678933432397294,7.598238495264142e-05,0.0016152119108650033,2,16384,155,0.9627329192546584
qwen4b,seed0,128,model.layers.34.self_attn.v_proj,ce,analytical_only,True,2621440,320,0.010944475695460892,0.03474662871609674,0.6299589974546652,0.725008830677773,0,0.40625,163,0.002756862585428399,0.000856058112456759,0.00190080447297164,0.013701338280889291,7,57344,105,0.6441717791411042
qwen4b,seed0,128,model.layers.34.self_attn.v_proj,kl,analytical_only,True,2621440,320,0.001116116951373966,0.003203070418216311,0.6969044108593132,0.7412020295448876,0,0.4078125,173,0.00035314155376267586,0.00035314155376267586,0.0,0.001469258505136642,7,57344,166,0.9595375722543352
qwen4b,seed0,128,model.layers.34.self_attn.o_proj,ce,analytical_only,True,10485760,1280,0.020386237833775772,0.05541256900471886,0.7357983287885356,0.739953790092048,0,0.40390625,638,0.007034752930076549,0.0017291235939499716,0.005305629336126577,0.02742099076385232,8,65536,362,0.567398119122257
qwen4b,seed0,128,model.layers.34.self_attn.o_proj,kl,analytical_only,True,10485760,1280,0.002350707889912866,0.0062786897323640345,0.7487893143679148,0.744778813757064,0,0.401708984375,682,0.000841746125893085,0.0008111341403229735,3.0611985570111466e-05,0.003192454015805951,8,65536,669,0.9809384164222874
qwen4b,seed0,128,model.layers.34.mlp.gate_proj,ce,analytical_only,True,24903680,3040,0.016304045325227723,0.04779432757421945,0.6822585922946314,0.7285026215818344,0,0.4018092105263158,1520,0.007383771893938823,0.0049341879880590855,0.0024495839058797375,0.023687817219166546,10,81920,1419,0.9335526315789474
qwen4b,seed0,128,model.layers.34.mlp.gate_proj,kl,analytical_only,True,24903680,3040,0.005473858194923527,0.016949180266814072,0.6459142104519542,0.7283659837788623,0,0.4001439144736842,1605,0.003424791868676169,0.0031163225700467506,0.0003084692986294185,0.008898650063599696,10,81920,1581,0.9850467289719627
qwen4b,seed0,128,model.layers.34.mlp.up_proj,ce,analytical_only,True,24903680,3040,0.019008796197656025,0.060076757836414585,0.6328169788861057,0.7144623126122411,0,0.4040296052631579,1620,0.01004364423134016,0.004807910196209353,0.005235734035130807,0.029052440428996185,10,81920,1478,0.9123456790123456
qwen4b,seed0,128,model.layers.34.mlp.up_proj,kl,analytical_only,True,24903680,3040,0.005665985756240104,0.015748416392500915,0.7195626042677071,0.7355199699969015,0,0.4013774671052632,1604,0.0021501301215980442,0.0020449966435169623,0.00010513347808108198,0.007816115877838148,10,81920,1585,0.9881546134663342
qwen4b,seed0,128,model.layers.34.mlp.down_proj,ce,analytical_only,True,24903680,3040,0.03559338275546664,0.09934976482381142,0.7165267641768163,0.7406235565709874,0,0.4036800986842105,1597,0.01420381020371575,0.004921394201520435,0.009282416002195315,0.04979719295918239,49,401408,1198,0.7501565435190983
qwen4b,seed0,128,model.layers.34.mlp.down_proj,kl,analytical_only,True,24903680,3040,0.010873780586920165,0.02865127387963031,0.7590434291056709,0.7504259741894125,0,0.40328947368421053,1638,0.003482028964564482,0.003086206542756792,0.00039582242180769,0.014355809551484647,49,401408,1533,0.9358974358974359
qwen4b,seed0,128,model.layers.35.self_attn.q_proj,ce,analytical_only,True,10485760,1280,0.005326677873465939,0.015680000565461854,0.6794231736443871,0.7214864191003377,0,0.401904296875,614,0.002010117795130514,0.0010131126702871054,0.0009970051248434086,0.007336795668596453,5,40960,542,0.8827361563517915
qwen4b,seed0,128,model.layers.35.self_attn.q_proj,kl,analytical_only,True,10485760,1280,0.0016134633583800993,0.00450017011909095,0.7170677177448681,0.7331572760041951,0,0.402099609375,632,0.0006296206904376589,0.000605797238450004,2.3823451987654842e-05,0.0022430840488177582,5,40960,622,0.9841772151898734
qwen4b,seed0,128,model.layers.35.self_attn.k_proj,ce,analytical_only,True,2621440,320,0.0038001424706420317,0.011333168548156136,0.6706231279442677,0.7359459260856415,0,0.3994140625,156,0.0015551078630443582,0.0004047001300695463,0.001150407732974812,0.00535525033368639,0,0,131,0.8397435897435898
qwen4b,seed0,128,model.layers.35.self_attn.k_proj,kl,analytical_only,True,2621440,320,0.0008047850837194642,0.0022060358363372584,0.7296210428346177,0.7438256383762025,0,0.4005859375,175,0.0003604448118627729,0.00031392554071647816,4.651927114629473e-05,0.001165229895582237,0,0,174,0.9942857142857143
qwen4b,seed0,128,model.layers.35.self_attn.v_proj,ce,analytical_only,True,2621440,320,0.011811793071947685,0.03369988428721715,0.7009990284404666,0.7135857452291449,0,0.398046875,156,0.0032518444030948945,0.0006985466800937257,0.002553297723001169,0.01506363747504258,3,24576,105,0.6730769230769231
qwen4b,seed0,128,model.layers.35.self_attn.v_proj,kl,analytical_only,True,2621440,320,0.0011965258828378622,0.0033542044562879514,0.7134483889882132,0.7307766171971817,0,0.3994140625,170,0.00048466241998829096,0.0004007632116555526,8.389920833273834e-05,0.0016811883028261532,3,24576,165,0.9705882352941176
qwen4b,seed0,128,model.layers.35.self_attn.o_proj,ce,analytical_only,True,10485760,1280,0.01298125797357938,0.03625767818850614,0.7160556672211019,0.7302860251323873,0,0.400537109375,615,0.0043451704737129115,0.0014506166145634436,0.002894553859149468,0.01732642844729229,8,65536,405,0.6585365853658537
qwen4b,seed0,128,model.layers.35.self_attn.o_proj,kl,analytical_only,True,10485760,1280,0.002141966697452674,0.005743374336526504,0.7458913774191148,0.7456342232816296,0,0.401708984375,678,0.0007692344921472333,0.0007128675147003161,5.636697744691721e-05,0.0029112011895999074,8,65536,661,0.9749262536873157
qwen4b,seed0,128,model.layers.35.mlp.gate_proj,ce,analytical_only,True,24903680,3040,0.01814033347699684,0.05942835024938163,0.6104942641306317,0.7203067637487424,0,0.4025082236842105,1593,0.00870719222512388,0.005337881678066217,0.0033693105470576634,0.02684752570212072,11,90112,1477,0.9271814187068425
qwen4b,seed0,128,model.layers.35.mlp.gate_proj,kl,analytical_only,True,24903680,3040,0.006111749824260028,0.021323956542323056,0.5732285012051714,0.730174210892077,0,0.4016241776315789,1633,0.002803190455618748,0.0024184107973434926,0.0003847796582752555,0.008914940279878776,11,90112,1600,0.9797917942437232
qwen4b,seed0,128,model.layers.35.mlp.up_proj,ce,analytical_only,True,24903680,3040,0.023391838669284765,0.0788092420576793,0.5936318649572757,0.7038894326912728,0,0.4010279605263158,1528,0.013175087598863308,0.005359490446630824,0.007815597152232484,0.03656692626814807,22,180224,1377,0.9011780104712042
qwen4b,seed0,128,model.layers.35.mlp.up_proj,kl,analytical_only,True,24903680,3040,0.006270936106960064,0.01837625821789604,0.6825041346940807,0.719452687761582,0,0.39954769736842105,1631,0.002889525284715422,0.0025419356480410465,0.00034758963667437526,0.009160461391675485,22,180224,1576,0.9662783568362967
qwen4b,seed0,128,model.layers.35.mlp.down_proj,ce,analytical_only,True,24903680,3040,0.05345590934166297,0.14866193429013422,0.7191606862498696,0.7389347344965913,0,0.39991776315789473,1577,0.011282021904560652,0.004536302511511214,0.0067457193930494375,0.06473793124622362,101,827392,1216,0.7710843373493976
qwen4b,seed0,128,model.layers.35.mlp.down_proj,kl,analytical_only,True,24903680,3040,0.010140876249706873,0.027966316239118494,0.7252207379048444,0.74406042591028,0,0.4019325657894737,1599,0.0024818489868373567,0.002015230564237566,0.00046661842259979047,0.01262272523654423,101,827392,1437,0.8986866791744841
qwen4b,seed0,256,model.layers.0.self_attn.q_proj,ce,analytical_only,True,10485760,640,0.007569845428932825,0.01878864849090879,0.8057892437123005,0.8024976884148878,0,0.431201171875,332,0.001968973955044667,0.0019658527987921615,3.1211562525057523e-06,0.009538819383977493,0,0,331,0.9969879518072289
qwen4b,seed0,256,model.layers.0.self_attn.q_proj,kl,analytical_only,True,10485760,640,0.004332506343834901,0.010551542145908062,0.8212081767621177,0.8159838701179476,0,0.429736328125,348,0.0010725709530619524,0.0010725709530619524,0.0,0.005405077296896854,0,0,348,1.0
qwen4b,seed0,256,model.layers.0.self_attn.k_proj,ce,analytical_only,True,2621440,160,0.004901121811161424,0.012023630716116784,0.8152482269090041,0.8141678240409641,0,0.433984375,79,0.001206731550847051,0.001206731550847051,0.0,0.006107853362008475,0,0,79,1.0
qwen4b,seed0,256,model.layers.0.self_attn.k_proj,kl,analytical_only,True,2621440,160,0.00241864819126017,0.0060155513919051135,0.8041318355337627,0.8126159058345322,0,0.4333984375,81,0.0006711608921246698,0.0006278967018068654,4.3264190317804374e-05,0.0030898090833848396,0,0,80,0.9876543209876543
qwen4b,seed0,256,model.layers.0.self_attn.v_proj,ce,analytical_only,True,2621440,160,0.00632529357787992,0.015330180926297343,0.8252079487241448,0.8265799658333052,0,0.4298828125,89,0.001707076254850337,0.0014645076399102397,0.0002425686149400974,0.008032369832730257,0,0,88,0.9887640449438202
qwen4b,seed0,256,model.layers.0.self_attn.v_proj,kl,analytical_only,True,2621440,160,0.00354432028927254,0.008785212367087958,0.8068832354128689,0.809909033605623,0,0.4310546875,91,0.0011194918981093371,0.0010897727140984914,2.9719184010845723e-05,0.004663812187381877,0,0,90,0.989010989010989
qwen4b,seed0,256,model.layers.0.self_attn.o_proj,ce,analytical_only,True,10485760,640,0.010510088762669567,0.02590975751643998,0.8112842241769973,0.8148219388826515,0,0.428759765625,312,0.0025218493752499627,0.0022499515794736635,0.00027189779577629913,0.01303193813791953,1,16384,301,0.9647435897435898
qwen4b,seed0,256,model.layers.0.self_attn.o_proj,kl,analytical_only,True,10485760,640,0.006039746317229519,0.014754148119983823,0.8187184062560626,0.8230320187577007,0,0.428857421875,329,0.0014426106827930552,0.0013977370165761949,4.4873666216860286e-05,0.007482357000022574,1,16384,324,0.9848024316109423
qwen4b,seed0,256,model.layers.0.mlp.gate_proj,ce,analytical_only,True,24903680,1520,0.008453595118779744,0.020674025009959185,0.8177986739115813,0.819569774346185,0,0.42987253289473687,760,0.0019126316205285154,0.0018965411113654462,1.60905091630692e-05,0.01036622673930826,0,0,758,0.9973684210526316
qwen4b,seed0,256,model.layers.0.mlp.gate_proj,kl,analytical_only,True,24903680,1520,0.005593287128564994,0.013626375742864766,0.8209500800671565,0.8210008925277718,0,0.4295847039473684,776,0.001262282010259061,0.0012513767993918429,1.0905210867218074e-05,0.006855569138824055,0,0,774,0.9974226804123711
qwen4b,seed0,256,model.layers.0.mlp.up_proj,ce,analytical_only,True,24903680,1520,0.008938019890083693,0.021880423133869897,0.8169878466607938,0.8176398298669656,0,0.4283717105263158,742,0.0020024256889766834,0.0019928384258269816,9.587263149701819e-06,0.010940445579060376,0,0,741,0.9986522911051213
qwen4b,seed0,256,model.layers.0.mlp.up_proj,kl,analytical_only,True,24903680,1520,0.005899590743093222,0.014451547497920839,0.816464914078164,0.8167736438888517,0,0.4286184210526316,768,0.0013553903095905873,0.00132130289199206,3.408741759852729e-05,0.007254981052683809,0,0,763,0.9934895833333334
qwen4b,seed0,256,model.layers.0.mlp.down_proj,ce,analytical_only,True,24903680,1520,0.02008760358313788,0.049119919918514166,0.8179005021368737,0.8165775669829463,0,0.4279810855263158,803,0.0048969612118250905,0.004607887497488916,0.00028907371433617435,0.02498456479496297,0,0,792,0.9863013698630136
qwen4b,seed0,256,model.layers.0.mlp.down_proj,kl,analytical_only,True,24903680,1520,0.012808261690766792,0.03113460385978159,0.8227669604180821,0.8221250825779733,0,0.4299753289473684,796,0.0030431110351743784,0.002991354489713466,5.175654546091257e-05,0.01585137272594117,0,0,792,0.9949748743718593
qwen4b,seed0,256,model.layers.1.self_attn.q_proj,ce,analytical_only,True,10485760,640,0.0025831231242900293,0.006450783931849238,0.8008710729052518,0.8067922402142749,0,0.42958984375,318,0.0006503201567007733,0.0005860946758871333,6.422548081363999e-05,0.0032334432809908026,2,32768,311,0.9779874213836478
qwen4b,seed0,256,model.layers.1.self_attn.q_proj,kl,analytical_only,True,10485760,640,0.0016687165318389381,0.004198005939729896,0.7950043691202139,0.800632005855862,0,0.43046875,333,0.0004612167604770151,0.0004583083010856054,2.9084593914097123e-06,0.002129933292315953,2,32768,330,0.990990990990991
qwen4b,seed0,256,model.layers.1.self_attn.k_proj,ce,analytical_only,True,2621440,160,0.001524344328687477,0.003693407740428367,0.8254405881061381,0.8214285578394704,0,0.4337890625,75,0.00028872297649135126,0.00028872297649135126,0.0,0.0018130673051788282,1,16384,74,0.9866666666666667
qwen4b,seed0,256,model.layers.1.self_attn.k_proj,kl,analytical_only,True,2621440,160,0.0009516829037618246,0.0023529255142799993,0.8089358528232389,0.8223053760400862,0,0.4341796875,88,0.0002695607687510787,0.0002695607687510787,0.0,0.0012212436725129033,1,16384,87,0.9886363636363636
qwen4b,seed0,256,model.layers.1.self_attn.v_proj,ce,analytical_only,True,2621440,160,0.003536412668544542,0.008675246199274622,0.8152881399124414,0.8366127674203518,0,0.43984375,89,0.0009295047537453138,0.0006419802746663317,0.00028752447907898215,0.004465917422289856,0,0,85,0.9550561797752809
qwen4b,seed0,256,model.layers.1.self_attn.v_proj,kl,analytical_only,True,2621440,160,0.001876861228013782,0.004589065538002257,0.8179709844940806,0.8239506920618258,0,0.434375,95,0.0005220787627957524,0.0005220787627957524,0.0,0.0023989399908095344,0,0,95,1.0
qwen4b,seed0,256,model.layers.1.self_attn.o_proj,ce,analytical_only,True,10485760,640,0.007234715554808202,0.017398782704865168,0.8316346812912585,0.8328306047563927,0,0.43291015625,326,0.0015323728474860299,0.0013463171801030849,0.000186055667382945,0.008767088402294232,1,16384,314,0.9631901840490797
qwen4b,seed0,256,model.layers.1.self_attn.o_proj,kl,analytical_only,True,10485760,640,0.00394712659640091,0.009461882330837293,0.8343216409565356,0.8330555766179006,0,0.43583984375,348,0.0008333994600138311,0.0008211464402631125,1.2253019750718686e-05,0.004780526056414741,1,16384,346,0.9942528735632183
qwen4b,seed0,256,model.layers.1.mlp.gate_proj,ce,analytical_only,True,24903680,1520,0.006837412037867261,0.01713128246906555,0.7982370321911126,0.7017259604505541,0,0.4097245065789474,793,0.0018134572367913765,0.0017082693592568403,0.00010518787753453608,0.008650869274658636,2,32768,784,0.9886506935687264
qwen4b,seed0,256,model.layers.1.mlp.gate_proj,kl,analytical_only,True,24903680,1520,0.0044609817642594935,0.010892265844584498,0.819109968102264,0.7131839956873072,0,0.4158511513157895,756,0.001013871583888948,0.0010134911918755626,3.803920133855045e-07,0.0054748533481484415,2,32768,752,0.9947089947089947
qwen4b,seed0,256,model.layers.1.mlp.up_proj,ce,analytical_only,True,24903680,1520,0.007955039386662827,0.020549299423693924,0.7742394738275546,0.7318202159674235,0,0.4222450657894737,751,0.0015103725135631305,0.0013038118125612418,0.0002065607010018886,0.009465411900225958,5,81920,737,0.9813581890812251
qwen4b,seed0,256,model.layers.1.mlp.up_proj,kl,analytical_only,True,24903680,1520,0.004845465625979522,0.012078356827139817,0.8023385457683881,0.7366245883202491,0,0.42298519736842105,757,0.0010437932506272883,0.0010255242505241334,1.826900010315491e-05,0.00588925887660681,5,81920,751,0.9920739762219286
qwen4b,seed0,256,model.layers.1.mlp.down_proj,ce,analytical_only,True,24903680,1520,0.01221349050141015,0.030129995433638163,0.8107197047746373,0.8090080742061027,0,0.4320723684210526,784,0.003011932974245281,0.0027322005670092587,0.00027973240723602223,0.01522542347565543,34,557056,681,0.8686224489795918
qwen4b,seed0,256,model.layers.1.mlp.down_proj,kl,analytical_only,True,24903680,1520,0.007578470903665063,0.018495002366851497,0.8195155375862962,0.8016948735473827,0,0.4318873355263158,790,0.0018564162481576156,0.0018398632954683392,1.655295268927629e-05,0.009434887151822677,34,557056,752,0.9518987341772152
qwen4b,seed0,256,model.layers.2.self_attn.q_proj,ce,analytical_only,True,10485760,640,0.003472198887731936,0.00866302502029509,0.8016134963474137,0.8022372045697604,0,0.429736328125,334,0.0008656941117310968,0.0008137171662517262,5.1976945479370595e-05,0.004337892999463033,1,16384,330,0.9880239520958084
qwen4b,seed0,256,model.layers.2.self_attn.q_proj,kl,analytical_only,True,10485760,640,0.002214856735435816,0.005591444617570461,0.7922305904545267,0.8035195168358615,0,0.432958984375,347,0.0006096674202447118,0.0005982912505586059,1.1376169686105886e-05,0.0028245241556805276,1,16384,344,0.9913544668587896
qwen4b,seed0,256,model.layers.2.self_attn.k_proj,ce,analytical_only,True,2621440,160,0.0017905047584912959,0.004645347217762497,0.7708809157020216,0.793538585315873,0,0.433203125,82,0.0005218037692251709,0.0004725624382726501,4.924133095252081e-05,0.0023123085277164668,0,0,80,0.975609756097561
qwen4b,seed0,256,model.layers.2.self_attn.k_proj,kl,analytical_only,True,2621440,160,0.0011702930148746737,0.0028895882824093444,0.8100067556329382,0.818062408401536,0,0.4314453125,74,0.0002491474819170114,0.00024002740492934382,9.120076987667591e-06,0.0014194404967916852,0,0,73,0.9864864864864865
qwen4b,seed0,256,model.layers.2.self_attn.v_proj,ce,analytical_only,True,2621440,160,0.003976866852327898,0.009831294446030259,0.8090220212931782,0.8091008843715084,0,0.428515625,81,0.000986172955438458,0.0005619656343237578,0.00042420732111470016,0.004963039807766356,0,0,72,0.8888888888888888
qwen4b,seed0,256,model.layers.2.self_attn.v_proj,kl,analytical_only,True,2621440,160,0.0020865417739697745,0.005108492963231737,0.816891317649887,0.8244845195725592,0,0.4333984375,82,0.0004659400424684712,0.0004550188684124823,1.0921174055988914e-05,0.0025524818164382457,0,0,81,0.9878048780487805
qwen4b,seed0,256,model.layers.2.self_attn.o_proj,ce,analytical_only,True,10485760,640,0.00713028396561155,0.01740471887704681,0.8193506618500924,0.8167805803650005,0,0.429736328125,330,0.0015914676597014177,0.0014365008532479795,0.0001549668064534382,0.008721751625312968,1,16384,318,0.9636363636363636
qwen4b,seed0,256,model.layers.2.self_attn.o_proj,kl,analytical_only,True,10485760,640,0.004011839340042997,0.009724786728829607,0.8250750277432208,0.8256242847910406,0,0.43271484375,330,0.0008771871373452061,0.000864895008470104,1.2292128875102115e-05,0.004889026477388203,1,16384,327,0.990909090909091
qwen4b,seed0,256,model.layers.2.mlp.gate_proj,ce,analytical_only,True,24903680,1520,0.012856344473991345,0.03306653348233647,0.7776046122802056,0.7731170226336077,0,0.4314967105263158,764,0.003007912464952535,0.0029255982810782164,8.231418387431855e-05,0.015864256938943878,1,16384,756,0.9895287958115183
qwen4b,seed0,256,model.layers.2.mlp.gate_proj,kl,analytical_only,True,24903680,1520,0.007924327082302857,0.02042129102500731,0.776084829563318,0.7642872090081729,0,0.42948190789473684,787,0.002404775802893912,0.0020470613428888876,0.0003577144600050244,0.01032910288519677,1,16384,782,0.9936467598475223
qwen4b,seed0,256,model.layers.2.mlp.up_proj,ce,analytical_only,True,24903680,1520,0.015873859664549933,0.041049542162587924,0.7734000833274669,0.7745769378579973,0,0.430078125,717,0.0036254627206089374,0.00305679918471823,0.0005686635358907073,0.01949932238515887,3,49152,701,0.9776847977684798
qwen4b,seed0,256,model.layers.2.mlp.up_proj,kl,analytical_only,True,24903680,1520,0.008784414458211128,0.02271613017918199,0.7734076525289093,0.7734899552900045,0,0.43096217105263157,785,0.0023653608574346558,0.002363079230462211,2.281626972444645e-06,0.011149775315645784,3,49152,781,0.9949044585987261
qwen4b,seed0,256,model.layers.2.mlp.down_proj,ce,analytical_only,True,24903680,1520,0.013390812050181432,0.03230997775524802,0.828896395510913,0.827436697813979,0,0.4331825657894737,799,0.002730695588052333,0.0026161551063229164,0.00011454048172941655,0.016121507638233765,2,32768,787,0.9849812265331664
qwen4b,seed0,256,model.layers.2.mlp.down_proj,kl,analytical_only,True,24903680,1520,0.008086970995772174,0.01966902124585418,0.8223053800886752,0.8209351000345458,0,0.4300575657894737,789,0.0017936876900247877,0.0017313575143592646,6.233017566552312e-05,0.009880658685796961,2,32768,781,0.9898605830164765
qwen4b,seed0,256,model.layers.3.self_attn.q_proj,ce,analytical_only,True,10485760,640,0.003188325620518233,0.008126092512044186,0.7847130993875882,0.7989553982431208,0,0.42822265625,311,0.0007844750467061387,0.000730358038550892,5.411700815524667e-05,0.0039728006672243715,1,16384,307,0.9871382636655949
qwen4b,seed0,256,model.layers.3.self_attn.q_proj,kl,analytical_only,True,10485760,640,0.0022331522579770793,0.005731205933912437,0.7792957655781204,0.798333274064246,0,0.431884765625,330,0.0005906690782827503,0.0005800182544147894,1.0650823867960901e-05,0.0028238213362598297,1,16384,327,0.990909090909091
qwen4b,seed0,256,model.layers.3.self_attn.k_proj,ce,analytical_only,True,2621440,160,0.001700359038939503,0.004344875999558628,0.7826962330396692,0.8021035641441785,0,0.436328125,79,0.00044749611207062223,0.00043423875893999764,1.3257353130624594e-05,0.002147855151010125,0,0,78,0.9873417721518988
qwen4b,seed0,256,model.layers.3.self_attn.k_proj,kl,analytical_only,True,2621440,160,0.0012436789105345486,0.003051949975326304,0.8150060915736855,0.8204035308162965,0,0.431640625,82,0.00032918709219116604,0.00032918709219116604,0.0,0.0015728660027257146,0,0,82,1.0
qwen4b,seed0,256,model.layers.3.self_attn.v_proj,ce,analytical_only,True,2621440,160,0.004751633986819437,0.011853004352676388,0.801760270297467,0.8121595904941007,0,0.429296875,85,0.0010625199200633428,0.0009918840388316585,7.06358812316843e-05,0.00581415390688278,2,32768,81,0.9529411764705882
qwen4b,seed0,256,model.layers.3.self_attn.v_proj,kl,analytical_only,True,2621440,160,0.0025409481624943664,0.00636156835720833,0.7988433102711859,0.827217932181556,0,0.4359375,86,0.000681039152310936,0.000681039152310936,0.0,0.0032219873148053024,2,32768,84,0.9767441860465116
