model,draw,module,U,K,density,density_ratio_vs_seed0
llama8b,draw1,model.layers.31.self_attn.o_proj,16384,12,0.000732421875,1.2
llama8b,draw2,model.layers.31.self_attn.o_proj,16384,5,0.00030517578125,0.5
llama8b,draw3,model.layers.31.self_attn.o_proj,16384,10,0.0006103515625,1.0
llama8b,draw4,model.layers.31.self_attn.o_proj,16384,18,0.0010986328125,1.8
llama8b,seed0,model.layers.31.self_attn.q_proj,16384,13,0.00079345703125,1.0
llama8b,draw1,model.layers.31.self_attn.q_proj,16384,19,0.00115966796875,1.4615384615384615
llama8b,draw2,model.layers.31.self_attn.q_proj,16384,19,0.00115966796875,1.4615384615384615
llama8b,draw3,model.layers.31.self_attn.q_proj,16384,33,0.00201416015625,2.5384615384615383
llama8b,draw4,model.layers.31.self_attn.q_proj,16384,50,0.0030517578125,3.8461538461538463
llama8b,seed0,model.layers.31.self_attn.v_proj,4096,2,0.00048828125,1.0
llama8b,draw1,model.layers.31.self_attn.v_proj,4096,6,0.00146484375,3.0
llama8b,draw2,model.layers.31.self_attn.v_proj,4096,3,0.000732421875,1.5
llama8b,draw3,model.layers.31.self_attn.v_proj,4096,2,0.00048828125,1.0
llama8b,draw4,model.layers.31.self_attn.v_proj,4096,4,0.0009765625,2.0
llama8b,seed0,model.layers.4.mlp.down_proj,57344,10,0.00017438616071428572,1.0
llama8b,draw1,model.layers.4.mlp.down_proj,57344,16,0.00027901785714285713,1.6
llama8b,draw2,model.layers.4.mlp.down_proj,57344,5,8.719308035714286e-05,0.5
llama8b,draw3,model.layers.4.mlp.down_proj,57344,7,0.0001220703125,0.7
llama8b,draw4,model.layers.4.mlp.down_proj,57344,12,0.00020926339285714285,1.2
llama8b,seed0,model.layers.4.mlp.gate_proj,57344,3,5.231584821428571e-05,1.0
llama8b,draw1,model.layers.4.mlp.gate_proj,57344,4,6.975446428571428e-05,1.3333333333333333
llama8b,draw2,model.layers.4.mlp.gate_proj,57344,6,0.00010463169642857142,2.0
llama8b,draw3,model.layers.4.mlp.gate_proj,57344,7,0.0001220703125,2.3333333333333335
llama8b,draw4,model.layers.4.mlp.gate_proj,57344,7,0.0001220703125,2.3333333333333335
llama8b,seed0,model.layers.4.mlp.up_proj,57344,10,0.00017438616071428572,1.0
llama8b,draw1,model.layers.4.mlp.up_proj,57344,12,0.00020926339285714285,1.2
llama8b,draw2,model.layers.4.mlp.up_proj,57344,6,0.00010463169642857142,0.6
llama8b,draw3,model.layers.4.mlp.up_proj,57344,10,0.00017438616071428572,1.0
llama8b,draw4,model.layers.4.mlp.up_proj,57344,15,0.00026157924107142856,1.5
llama8b,seed0,model.layers.4.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.4.self_attn.k_proj,4096,4,0.0009765625,
llama8b,draw2,model.layers.4.self_attn.k_proj,4096,7,0.001708984375,
llama8b,draw3,model.layers.4.self_attn.k_proj,4096,4,0.0009765625,
llama8b,draw4,model.layers.4.self_attn.k_proj,4096,3,0.000732421875,
llama8b,seed0,model.layers.4.self_attn.o_proj,16384,10,0.0006103515625,1.0
llama8b,draw1,model.layers.4.self_attn.o_proj,16384,4,0.000244140625,0.4
llama8b,draw2,model.layers.4.self_attn.o_proj,16384,0,0.0,0.0
llama8b,draw3,model.layers.4.self_attn.o_proj,16384,6,0.0003662109375,0.6
llama8b,draw4,model.layers.4.self_attn.o_proj,16384,4,0.000244140625,0.4
llama8b,seed0,model.layers.4.self_attn.q_proj,16384,3,0.00018310546875,1.0
llama8b,draw1,model.layers.4.self_attn.q_proj,16384,40,0.00244140625,13.333333333333334
llama8b,draw2,model.layers.4.self_attn.q_proj,16384,25,0.00152587890625,8.333333333333334
llama8b,draw3,model.layers.4.self_attn.q_proj,16384,40,0.00244140625,13.333333333333334
llama8b,draw4,model.layers.4.self_attn.q_proj,16384,7,0.00042724609375,2.3333333333333335
llama8b,seed0,model.layers.4.self_attn.v_proj,4096,3,0.000732421875,1.0
llama8b,draw1,model.layers.4.self_attn.v_proj,4096,1,0.000244140625,0.3333333333333333
llama8b,draw2,model.layers.4.self_attn.v_proj,4096,3,0.000732421875,1.0
llama8b,draw3,model.layers.4.self_attn.v_proj,4096,3,0.000732421875,1.0
llama8b,draw4,model.layers.4.self_attn.v_proj,4096,3,0.000732421875,1.0
llama8b,seed0,model.layers.5.mlp.down_proj,57344,16,0.00027901785714285713,1.0
llama8b,draw1,model.layers.5.mlp.down_proj,57344,11,0.00019182477678571428,0.6875
llama8b,draw2,model.layers.5.mlp.down_proj,57344,10,0.00017438616071428572,0.625
llama8b,draw3,model.layers.5.mlp.down_proj,57344,5,8.719308035714286e-05,0.3125
llama8b,draw4,model.layers.5.mlp.down_proj,57344,8,0.00013950892857142856,0.5
llama8b,seed0,model.layers.5.mlp.gate_proj,57344,14,0.000244140625,1.0
llama8b,draw1,model.layers.5.mlp.gate_proj,57344,8,0.00013950892857142856,0.5714285714285714
llama8b,draw2,model.layers.5.mlp.gate_proj,57344,5,8.719308035714286e-05,0.35714285714285715
llama8b,draw3,model.layers.5.mlp.gate_proj,57344,6,0.00010463169642857142,0.42857142857142855
llama8b,draw4,model.layers.5.mlp.gate_proj,57344,10,0.00017438616071428572,0.7142857142857143
llama8b,seed0,model.layers.5.mlp.up_proj,57344,7,0.0001220703125,1.0
llama8b,draw1,model.layers.5.mlp.up_proj,57344,16,0.00027901785714285713,2.2857142857142856
llama8b,draw2,model.layers.5.mlp.up_proj,57344,9,0.00015694754464285715,1.2857142857142858
llama8b,draw3,model.layers.5.mlp.up_proj,57344,7,0.0001220703125,1.0
llama8b,draw4,model.layers.5.mlp.up_proj,57344,13,0.00022670200892857144,1.8571428571428572
llama8b,seed0,model.layers.5.self_attn.k_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.5.self_attn.k_proj,4096,0,0.0,0.0
llama8b,draw2,model.layers.5.self_attn.k_proj,4096,2,0.00048828125,2.0
llama8b,draw3,model.layers.5.self_attn.k_proj,4096,1,0.000244140625,1.0
llama8b,draw4,model.layers.5.self_attn.k_proj,4096,0,0.0,0.0
llama8b,seed0,model.layers.5.self_attn.o_proj,16384,6,0.0003662109375,1.0
llama8b,draw1,model.layers.5.self_attn.o_proj,16384,5,0.00030517578125,0.8333333333333334
llama8b,draw2,model.layers.5.self_attn.o_proj,16384,1,6.103515625e-05,0.16666666666666666
llama8b,draw3,model.layers.5.self_attn.o_proj,16384,2,0.0001220703125,0.3333333333333333
llama8b,draw4,model.layers.5.self_attn.o_proj,16384,3,0.00018310546875,0.5
llama8b,seed0,model.layers.5.self_attn.q_proj,16384,6,0.0003662109375,1.0
llama8b,draw1,model.layers.5.self_attn.q_proj,16384,12,0.000732421875,2.0
llama8b,draw2,model.layers.5.self_attn.q_proj,16384,6,0.0003662109375,1.0
llama8b,draw3,model.layers.5.self_attn.q_proj,16384,1,6.103515625e-05,0.16666666666666666
llama8b,draw4,model.layers.5.self_attn.q_proj,16384,5,0.00030517578125,0.8333333333333334
llama8b,seed0,model.layers.5.self_attn.v_proj,4096,5,0.001220703125,1.0
llama8b,draw1,model.layers.5.self_attn.v_proj,4096,1,0.000244140625,0.2
llama8b,draw2,model.layers.5.self_attn.v_proj,4096,1,0.000244140625,0.2
llama8b,draw3,model.layers.5.self_attn.v_proj,4096,1,0.000244140625,0.2
llama8b,draw4,model.layers.5.self_attn.v_proj,4096,6,0.00146484375,1.2
llama8b,seed0,model.layers.6.mlp.down_proj,57344,9,0.00015694754464285715,1.0
llama8b,draw1,model.layers.6.mlp.down_proj,57344,12,0.00020926339285714285,1.3333333333333333
llama8b,draw2,model.layers.6.mlp.down_proj,57344,8,0.00013950892857142856,0.8888888888888888
llama8b,draw3,model.layers.6.mlp.down_proj,57344,4,6.975446428571428e-05,0.4444444444444444
llama8b,draw4,model.layers.6.mlp.down_proj,57344,12,0.00020926339285714285,1.3333333333333333
llama8b,seed0,model.layers.6.mlp.gate_proj,57344,4,6.975446428571428e-05,1.0
llama8b,draw1,model.layers.6.mlp.gate_proj,57344,17,0.0002964564732142857,4.25
llama8b,draw2,model.layers.6.mlp.gate_proj,57344,9,0.00015694754464285715,2.25
llama8b,draw3,model.layers.6.mlp.gate_proj,57344,10,0.00017438616071428572,2.5
llama8b,draw4,model.layers.6.mlp.gate_proj,57344,9,0.00015694754464285715,2.25
llama8b,seed0,model.layers.6.mlp.up_proj,57344,17,0.0002964564732142857,1.0
llama8b,draw1,model.layers.6.mlp.up_proj,57344,12,0.00020926339285714285,0.7058823529411765
llama8b,draw2,model.layers.6.mlp.up_proj,57344,11,0.00019182477678571428,0.6470588235294118
llama8b,draw3,model.layers.6.mlp.up_proj,57344,16,0.00027901785714285713,0.9411764705882353
llama8b,draw4,model.layers.6.mlp.up_proj,57344,13,0.00022670200892857144,0.7647058823529411
llama8b,seed0,model.layers.6.self_attn.k_proj,4096,2,0.00048828125,1.0
llama8b,draw1,model.layers.6.self_attn.k_proj,4096,0,0.0,0.0
llama8b,draw2,model.layers.6.self_attn.k_proj,4096,3,0.000732421875,1.5
llama8b,draw3,model.layers.6.self_attn.k_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.6.self_attn.k_proj,4096,5,0.001220703125,2.5
llama8b,seed0,model.layers.6.self_attn.o_proj,16384,9,0.00054931640625,1.0
llama8b,draw1,model.layers.6.self_attn.o_proj,16384,7,0.00042724609375,0.7777777777777778
llama8b,draw2,model.layers.6.self_attn.o_proj,16384,6,0.0003662109375,0.6666666666666666
llama8b,draw3,model.layers.6.self_attn.o_proj,16384,5,0.00030517578125,0.5555555555555556
llama8b,draw4,model.layers.6.self_attn.o_proj,16384,8,0.00048828125,0.8888888888888888
llama8b,seed0,model.layers.6.self_attn.q_proj,16384,5,0.00030517578125,1.0
llama8b,draw1,model.layers.6.self_attn.q_proj,16384,6,0.0003662109375,1.2
llama8b,draw2,model.layers.6.self_attn.q_proj,16384,1,6.103515625e-05,0.2
llama8b,draw3,model.layers.6.self_attn.q_proj,16384,2,0.0001220703125,0.4
llama8b,draw4,model.layers.6.self_attn.q_proj,16384,12,0.000732421875,2.4
llama8b,seed0,model.layers.6.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.6.self_attn.v_proj,4096,5,0.001220703125,5.0
llama8b,draw2,model.layers.6.self_attn.v_proj,4096,2,0.00048828125,2.0
llama8b,draw3,model.layers.6.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,draw4,model.layers.6.self_attn.v_proj,4096,5,0.001220703125,5.0
llama8b,seed0,model.layers.7.mlp.down_proj,57344,3,5.231584821428571e-05,1.0
llama8b,draw1,model.layers.7.mlp.down_proj,57344,7,0.0001220703125,2.3333333333333335
llama8b,draw2,model.layers.7.mlp.down_proj,57344,18,0.0003138950892857143,6.0
llama8b,draw3,model.layers.7.mlp.down_proj,57344,4,6.975446428571428e-05,1.3333333333333333
llama8b,draw4,model.layers.7.mlp.down_proj,57344,7,0.0001220703125,2.3333333333333335
llama8b,seed0,model.layers.7.mlp.gate_proj,57344,3,5.231584821428571e-05,1.0
llama8b,draw1,model.layers.7.mlp.gate_proj,57344,9,0.00015694754464285715,3.0
llama8b,draw2,model.layers.7.mlp.gate_proj,57344,13,0.00022670200892857144,4.333333333333333
llama8b,draw3,model.layers.7.mlp.gate_proj,57344,11,0.00019182477678571428,3.6666666666666665
llama8b,draw4,model.layers.7.mlp.gate_proj,57344,6,0.00010463169642857142,2.0
llama8b,seed0,model.layers.7.mlp.up_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw1,model.layers.7.mlp.up_proj,57344,10,0.00017438616071428572,1.25
llama8b,draw2,model.layers.7.mlp.up_proj,57344,11,0.00019182477678571428,1.375
llama8b,draw3,model.layers.7.mlp.up_proj,57344,3,5.231584821428571e-05,0.375
llama8b,draw4,model.layers.7.mlp.up_proj,57344,11,0.00019182477678571428,1.375
llama8b,seed0,model.layers.7.self_attn.k_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.7.self_attn.k_proj,4096,3,0.000732421875,3.0
llama8b,draw2,model.layers.7.self_attn.k_proj,4096,1,0.000244140625,1.0
llama8b,draw3,model.layers.7.self_attn.k_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.7.self_attn.k_proj,4096,10,0.00244140625,10.0
llama8b,seed0,model.layers.7.self_attn.o_proj,16384,5,0.00030517578125,1.0
llama8b,draw1,model.layers.7.self_attn.o_proj,16384,7,0.00042724609375,1.4
llama8b,draw2,model.layers.7.self_attn.o_proj,16384,4,0.000244140625,0.8
llama8b,draw3,model.layers.7.self_attn.o_proj,16384,1,6.103515625e-05,0.2
llama8b,draw4,model.layers.7.self_attn.o_proj,16384,3,0.00018310546875,0.6
llama8b,seed0,model.layers.7.self_attn.q_proj,16384,2,0.0001220703125,1.0
llama8b,draw1,model.layers.7.self_attn.q_proj,16384,3,0.00018310546875,1.5
llama8b,draw2,model.layers.7.self_attn.q_proj,16384,4,0.000244140625,2.0
llama8b,draw3,model.layers.7.self_attn.q_proj,16384,1,6.103515625e-05,0.5
llama8b,draw4,model.layers.7.self_attn.q_proj,16384,4,0.000244140625,2.0
llama8b,seed0,model.layers.7.self_attn.v_proj,4096,6,0.00146484375,1.0
llama8b,draw1,model.layers.7.self_attn.v_proj,4096,5,0.001220703125,0.8333333333333334
llama8b,draw2,model.layers.7.self_attn.v_proj,4096,5,0.001220703125,0.8333333333333334
llama8b,draw3,model.layers.7.self_attn.v_proj,4096,3,0.000732421875,0.5
llama8b,draw4,model.layers.7.self_attn.v_proj,4096,6,0.00146484375,1.0
llama8b,seed0,model.layers.8.mlp.down_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw1,model.layers.8.mlp.down_proj,57344,9,0.00015694754464285715,1.125
llama8b,draw2,model.layers.8.mlp.down_proj,57344,7,0.0001220703125,0.875
llama8b,draw3,model.layers.8.mlp.down_proj,57344,4,6.975446428571428e-05,0.5
llama8b,draw4,model.layers.8.mlp.down_proj,57344,4,6.975446428571428e-05,0.5
llama8b,seed0,model.layers.8.mlp.gate_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw1,model.layers.8.mlp.gate_proj,57344,9,0.00015694754464285715,1.8
llama8b,draw2,model.layers.8.mlp.gate_proj,57344,8,0.00013950892857142856,1.6
llama8b,draw3,model.layers.8.mlp.gate_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw4,model.layers.8.mlp.gate_proj,57344,9,0.00015694754464285715,1.8
llama8b,seed0,model.layers.8.mlp.up_proj,57344,9,0.00015694754464285715,1.0
llama8b,draw1,model.layers.8.mlp.up_proj,57344,9,0.00015694754464285715,1.0
llama8b,draw2,model.layers.8.mlp.up_proj,57344,15,0.00026157924107142856,1.6666666666666667
llama8b,draw3,model.layers.8.mlp.up_proj,57344,6,0.00010463169642857142,0.6666666666666666
llama8b,draw4,model.layers.8.mlp.up_proj,57344,11,0.00019182477678571428,1.2222222222222223
llama8b,seed0,model.layers.8.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.8.self_attn.k_proj,4096,1,0.000244140625,
llama8b,draw2,model.layers.8.self_attn.k_proj,4096,0,0.0,
llama8b,draw3,model.layers.8.self_attn.k_proj,4096,0,0.0,
llama8b,draw4,model.layers.8.self_attn.k_proj,4096,1,0.000244140625,
llama8b,seed0,model.layers.8.self_attn.o_proj,16384,9,0.00054931640625,1.0
llama8b,draw1,model.layers.8.self_attn.o_proj,16384,12,0.000732421875,1.3333333333333333
llama8b,draw2,model.layers.8.self_attn.o_proj,16384,4,0.000244140625,0.4444444444444444
llama8b,draw3,model.layers.8.self_attn.o_proj,16384,3,0.00018310546875,0.3333333333333333
llama8b,draw4,model.layers.8.self_attn.o_proj,16384,12,0.000732421875,1.3333333333333333
llama8b,seed0,model.layers.8.self_attn.q_proj,16384,0,0.0,
llama8b,draw1,model.layers.8.self_attn.q_proj,16384,1,6.103515625e-05,
llama8b,draw2,model.layers.8.self_attn.q_proj,16384,2,0.0001220703125,
llama8b,draw3,model.layers.8.self_attn.q_proj,16384,1,6.103515625e-05,
llama8b,draw4,model.layers.8.self_attn.q_proj,16384,2,0.0001220703125,
llama8b,seed0,model.layers.8.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.8.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,draw2,model.layers.8.self_attn.v_proj,4096,0,0.0,0.0
llama8b,draw3,model.layers.8.self_attn.v_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.8.self_attn.v_proj,4096,2,0.00048828125,2.0
llama8b,seed0,model.layers.9.mlp.down_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.9.mlp.down_proj,57344,11,0.00019182477678571428,1.8333333333333333
llama8b,draw2,model.layers.9.mlp.down_proj,57344,10,0.00017438616071428572,1.6666666666666667
llama8b,draw3,model.layers.9.mlp.down_proj,57344,1,1.743861607142857e-05,0.16666666666666666
llama8b,draw4,model.layers.9.mlp.down_proj,57344,4,6.975446428571428e-05,0.6666666666666666
llama8b,seed0,model.layers.9.mlp.gate_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.9.mlp.gate_proj,57344,10,0.00017438616071428572,1.6666666666666667
llama8b,draw2,model.layers.9.mlp.gate_proj,57344,11,0.00019182477678571428,1.8333333333333333
llama8b,draw3,model.layers.9.mlp.gate_proj,57344,1,1.743861607142857e-05,0.16666666666666666
llama8b,draw4,model.layers.9.mlp.gate_proj,57344,5,8.719308035714286e-05,0.8333333333333334
llama8b,seed0,model.layers.9.mlp.up_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw1,model.layers.9.mlp.up_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw2,model.layers.9.mlp.up_proj,57344,9,0.00015694754464285715,1.125
llama8b,draw3,model.layers.9.mlp.up_proj,57344,3,5.231584821428571e-05,0.375
llama8b,draw4,model.layers.9.mlp.up_proj,57344,11,0.00019182477678571428,1.375
llama8b,seed0,model.layers.9.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.9.self_attn.k_proj,4096,3,0.000732421875,
llama8b,draw2,model.layers.9.self_attn.k_proj,4096,2,0.00048828125,
llama8b,draw3,model.layers.9.self_attn.k_proj,4096,0,0.0,
llama8b,draw4,model.layers.9.self_attn.k_proj,4096,1,0.000244140625,
llama8b,seed0,model.layers.9.self_attn.o_proj,16384,5,0.00030517578125,1.0
llama8b,draw1,model.layers.9.self_attn.o_proj,16384,8,0.00048828125,1.6
llama8b,draw2,model.layers.9.self_attn.o_proj,16384,4,0.000244140625,0.8
llama8b,draw3,model.layers.9.self_attn.o_proj,16384,1,6.103515625e-05,0.2
llama8b,draw4,model.layers.9.self_attn.o_proj,16384,5,0.00030517578125,1.0
llama8b,seed0,model.layers.9.self_attn.q_proj,16384,0,0.0,
llama8b,draw1,model.layers.9.self_attn.q_proj,16384,2,0.0001220703125,
llama8b,draw2,model.layers.9.self_attn.q_proj,16384,2,0.0001220703125,
llama8b,draw3,model.layers.9.self_attn.q_proj,16384,1,6.103515625e-05,
llama8b,draw4,model.layers.9.self_attn.q_proj,16384,1,6.103515625e-05,
llama8b,seed0,model.layers.9.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.9.self_attn.v_proj,4096,2,0.00048828125,2.0
llama8b,draw2,model.layers.9.self_attn.v_proj,4096,3,0.000732421875,3.0
llama8b,draw3,model.layers.9.self_attn.v_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.9.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,seed0,ALL,6815744,1781,0.0002613067626953125,1.0
llama8b,draw1,ALL,6815744,2463,0.00036136920635516825,1.3829309376754633
llama8b,draw2,ALL,6815744,1923,0.00028214087853064906,1.0797304884896126
llama8b,draw3,ALL,6815744,1309,0.00019205533541165866,0.7349803481190342
llama8b,draw4,ALL,6815744,1777,0.00026071988619290863,0.9977540707467715
qwen4b,seed0,model.layers.0.mlp.down_proj,24320,15,0.0006167763157894736,1.0
qwen4b,draw1,model.layers.0.mlp.down_proj,24320,6,0.0002467105263157895,0.4
qwen4b,draw2,model.layers.0.mlp.down_proj,24320,12,0.000493421052631579,0.8
qwen4b,draw3,model.layers.0.mlp.down_proj,24320,11,0.00045230263157894736,0.7333333333333333
qwen4b,draw4,model.layers.0.mlp.down_proj,24320,3,0.00012335526315789474,0.2
qwen4b,seed0,model.layers.0.mlp.gate_proj,24320,2,8.223684210526316e-05,1.0
qwen4b,draw1,model.layers.0.mlp.gate_proj,24320,1,4.111842105263158e-05,0.5
qwen4b,draw2,model.layers.0.mlp.gate_proj,24320,4,0.0001644736842105263,2.0
qwen4b,draw3,model.layers.0.mlp.gate_proj,24320,1,4.111842105263158e-05,0.5
qwen4b,draw4,model.layers.0.mlp.gate_proj,24320,0,0.0,0.0
qwen4b,seed0,model.layers.0.mlp.up_proj,24320,5,0.00020559210526315788,1.0
qwen4b,draw1,model.layers.0.mlp.up_proj,24320,1,4.111842105263158e-05,0.2
qwen4b,draw2,model.layers.0.mlp.up_proj,24320,3,0.00012335526315789474,0.6
qwen4b,draw3,model.layers.0.mlp.up_proj,24320,2,8.223684210526316e-05,0.4
qwen4b,draw4,model.layers.0.mlp.up_proj,24320,0,0.0,0.0
qwen4b,seed0,model.layers.0.self_attn.k_proj,2560,1,0.000390625,1.0
qwen4b,draw1,model.layers.0.self_attn.k_proj,2560,0,0.0,0.0
qwen4b,draw2,model.layers.0.self_attn.k_proj,2560,0,0.0,0.0
qwen4b,draw3,model.layers.0.self_attn.k_proj,2560,0,0.0,0.0
qwen4b,draw4,model.layers.0.self_attn.k_proj,2560,0,0.0,0.0
qwen4b,seed0,model.layers.0.self_attn.o_proj,10240,20,0.001953125,1.0
qwen4b,draw1,model.layers.0.self_attn.o_proj,10240,14,0.0013671875,0.7
qwen4b,draw2,model.layers.0.self_attn.o_proj,10240,25,0.00244140625,1.25
qwen4b,draw3,model.layers.0.self_attn.o_proj,10240,13,0.00126953125,0.65
qwen4b,draw4,model.layers.0.self_attn.o_proj,10240,3,0.00029296875,0.15
qwen4b,seed0,model.layers.0.self_attn.q_proj,10240,1,9.765625e-05,1.0
qwen4b,draw1,model.layers.0.self_attn.q_proj,10240,0,0.0,0.0
qwen4b,draw2,model.layers.0.self_attn.q_proj,10240,2,0.0001953125,2.0
qwen4b,draw3,model.layers.0.self_attn.q_proj,10240,0,0.0,0.0
qwen4b,draw4,model.layers.0.self_attn.q_proj,10240,0,0.0,0.0
